"","size","rep","tau","alph","r0","degAssort","clustering","pathLen","n_components","r","q","time_steps","peak_size","peak_time","tot_inf","prev_1","prev_2","prev_ratio","r_actual"
"40",1000,10,0.02,1,0.4,0.0581835953863949,0.0918098304238017,7,1,0.9,0.46713892932559,1.93433806842441,2,0.558007015369462,0.002,0,0.004,0,0.934582488414337
"41",1000,11,0.02,1,0.4,-0.0078314181427935,0.0320245150862069,5,1,0,-0.00737828329522172,0.29131009481649,1,0,0.001,0,0.002,0,-0.0147641529792746
"42",1000,11,0.02,1,0.4,0.00649604206812525,0.0350057575259089,6,1,0.3,0.166394549747538,0.482880211038127,1,0,0.001,0.002,0,Inf,0.332925765289116
"43",1000,11,0.02,1,0.4,0.0429525780568375,0.0482156180054713,8,1,0.6,0.313173421971028,0.0757788541092871,1,0,0.001,0,0.002,0,0.628700337679544
"44",1000,11,0.02,1,0.4,0.103720120167293,0.0925033173274274,7,1,0.9,0.466483905075306,0.419156470357956,1,0,0.001,0.002,0,Inf,0.934872336650591
"45",1000,12,0.02,1,0.4,-0.0229213232187455,0.0324491456468674,5,1,0,0.000199817104271638,0.0921246715925838,1,0,0.001,0,0.002,0,0.000400036076156353
"46",1000,12,0.02,1,0.4,-0.0202990259427231,0.0392054525359204,6,1,0.3,0.164560200159153,0.13481168698263,1,0,0.001,0,0.002,0,0.329406842491744
"47",1000,12,0.02,1,0.4,-0.00839193959009983,0.0471561909022511,7,1,0.6,0.316326934665582,0.380644528771196,1,0,0.001,0.002,0,Inf,0.632808797857008
"48",1000,12,0.02,1,0.4,0.0422331118494229,0.0899764516894544,7,1,0.9,0.467086636036495,0.489354491271635,1,0,0.001,0.002,0,Inf,0.934200677550965
"49",1000,13,0.02,1,0.4,-0.016674989486642,0.0315147746327163,5,1,0,-0.00413092839199641,0.552633536528301,1,0,0.001,0.002,0,Inf,-0.00827544504162343
