n,r,tau,alph_val,alph_type,reactivation_rate,reversion_rate,rep,net_type,net_clustering,net_path_len,net_deg_assort,peak,duration,m_rec,f_rec,m_inf,f_inf,latent_prev
1000,0,0.04,1.0,SUS,100000,0,36,SAH,0.026020698382173694,3.2274874874874877,-0.020737252974977798,496,22.300180388027858,333,338,0,0,0
1000,0,0.04,1.0,SUS,100000,0,37,SAH,0.029945618918100887,3.230692692692693,-0.028955984703581964,499,18.88846404488116,336,352,0,0,0
1000,0,0.04,1.0,SUS,100000,0,38,SAH,0.029061653052417688,3.23592992992993,-0.023641117681288907,490,16.86001166859937,333,344,0,0,0
1000,0,0.04,1.0,SUS,100000,0,39,SAH,0.02651900520941057,3.228940940940941,-0.0250436194731285,528,14.915719790917997,347,366,0,0,0
1000,0,0.04,1.0,SUS,100000,0,40,SAH,0.029615170402666657,3.2156096096096096,-0.03149004157138569,500,17.586423418805452,348,346,0,0,0
1000,0,0.04,1.0,SUS,100000,0,41,SAH,0.03484515294547528,3.187961961961962,-0.030329351729207213,516,23.120242617228246,343,326,0,0,0
1000,0,0.04,1.0,SUS,100000,0,42,SAH,0.028074793270185836,3.2251011011011013,-0.027426195187406827,511,13.676228312531137,353,345,0,0,0
1000,0,0.04,1.0,SUS,100000,0,43,SAH,0.03252840391672748,3.2394194194194195,-0.0022436372516183027,507,13.520568696186668,349,352,0,0,0
1000,0,0.04,1.0,SUS,100000,0,44,SAH,0.030591039374732204,3.2037857857857857,-0.028606624550585415,519,13.95241467464266,347,338,0,0,0
1000,0,0.04,1.0,SUS,100000,0,45,SAH,0.024151469675761466,3.229765765765766,-0.01969165390451426,484,20.3151632639862,348,334,0,0,0
1000,0,0.04,1.0,SUS,100000,0,46,SAH,0.028097688429062975,3.24008008008008,-0.011217541313909143,472,13.289169598998086,349,319,0,0,0
1000,0,0.04,1.0,SUS,100000,0,47,SAH,0.029357624255397126,3.224898898898899,-0.017290619408049674,512,13.00433723610695,325,351,0,0,0
1000,0,0.04,1.0,SUS,100000,0,48,SAH,0.02995103960665798,3.2563703703703704,-0.014192521087559275,514,25.011812132770302,364,342,0,0,0
1000,0,0.04,1.0,SUS,100000,0,49,SAH,0.03411571731381066,3.2193693693693692,-0.030809784168990117,472,17.4146530394055,358,343,0,0,0
1000,0,0.075,1.0,SUS,100000,0,0,SAH,0.030874879113765106,3.2106446446446446,-0.021191412865164263,506,16.529080067707678,416,375,0,0,0
1000,0,0.075,1.0,SUS,100000,0,1,SAH,0.027691838668805566,3.217127127127127,-0.013341360612714414,493,13.940106899740693,372,395,0,0,0
1000,0,0.075,1.0,SUS,100000,0,2,SAH,0.029944514258314663,3.2516136136136136,-0.007643528962753716,498,13.957172070390461,383,381,0,0,0
1000,0,0.075,1.0,SUS,100000,0,3,SAH,0.026802434215804048,3.218968968968969,-0.017801667812536923,491,14.845835419205232,389,387,0,0,0
1000,0,0.075,1.0,SUS,100000,0,4,SAH,0.02768834152419243,3.2593253253253254,0.0016024589410268044,518,12.646489810881116,395,389,0,0,0
1000,0,0.075,1.0,SUS,100000,0,5,SAH,0.026520743328301264,3.2442562562562562,-0.004237613220600426,521,19.67567284951019,386,370,0,0,0
1000,0,0.075,1.0,SUS,100000,0,6,SAH,0.028923177580690733,3.2323483483483484,0.01037363445554902,513,12.971448229993667,404,416,0,0,0
1000,0,0.075,1.0,SUS,100000,0,7,SAH,0.02725976861712292,3.2287487487487487,-0.03764814521186648,538,12.08326716464347,394,401,0,0,0
1000,0,0.075,1.0,SUS,100000,0,8,SAH,0.034054848275539555,3.187981981981982,-0.04219021599909622,507,17.598195549011624,382,378,0,0,0
1000,0,0.075,1.0,SUS,100000,0,9,SAH,0.03132562273051141,3.2322082082082084,-0.01585744504699504,510,13.90376069111884,392,385,0,0,0
1000,0,0.075,1.0,SUS,100000,0,10,SAH,0.032420306322482856,3.2163463463463464,-0.02898651959047897,507,13.160339933676301,391,394,0,0,0
1000,0,0.075,1.0,SUS,100000,0,11,SAH,0.028475511454082787,3.246348348348348,-0.010453758668023796,504,20.617771458335564,377,394,0,0,0
1000,0,0.075,1.0,SUS,100000,0,12,SAH,0.028382660867452714,3.2386386386386388,-0.0037352052785554236,480,17.18495903722774,385,388,0,0,0
1000,0,0.075,1.0,SUS,100000,0,13,SAH,0.030982831374390497,3.2084624624624625,-0.02112725660300892,500,12.523141793936913,391,381,0,0,0
1000,0,0.075,1.0,SUS,100000,0,14,SAH,0.028318164700192813,3.201227227227227,-0.01326599576448746,488,22.832382249015694,379,396,0,0,0
1000,0,0.075,1.0,SUS,100000,0,15,SAH,0.027451180457416936,3.2224864864864866,-0.02655022710783368,516,12.769281922326627,385,389,0,0,0
1000,0,0.075,1.0,SUS,100000,0,16,SAH,0.027575744862646658,3.2124744744744747,-0.03289366926244737,496,14.573330036993957,400,387,0,0,0
1000,0,0.075,1.0,SUS,100000,0,17,SAH,0.03140936508573014,3.1994994994994994,-0.018300330362858965,517,15.558917930768661,397,407,0,0,0
1000,0,0.075,1.0,SUS,100000,0,18,SAH,0.02895608880239147,3.2465545545545544,-0.005390000838538767,481,13.415131873558568,384,382,0,0,0
1000,0,0.075,1.0,SUS,100000,0,19,SAH,0.029130927810102354,3.223163163163163,-0.04520582967193503,508,17.40449075728201,385,411,0,0,0
1000,0,0.075,1.0,SUS,100000,0,20,SAH,0.02977007077308427,3.2384464464464466,0.00883337561428902,487,19.526549988116543,381,390,0,0,0
1000,0,0.075,1.0,SUS,100000,0,21,SAH,0.02666566561232898,3.2300880880880882,-0.012516193464757916,488,12.184965122629627,369,382,0,0,0
1000,0,0.075,1.0,SUS,100000,0,22,SAH,0.030287482683597763,3.2373173173173173,-0.0044358728697657035,513,17.085677415192617,383,385,0,0,0
1000,0,0.075,1.0,SUS,100000,0,23,SAH,0.02971239408975911,3.2269749749749748,-0.02444582206268772,512,15.607601619354808,396,394,0,0,0
1000,0,0.075,1.0,SUS,100000,0,24,SAH,0.029094482371536452,3.2338718718718718,-0.006077348234747429,480,13.059828486536933,389,385,0,0,0
1000,0,0.075,1.0,SUS,100000,0,25,SAH,0.03237575215436311,3.2137177177177176,-0.030789777526747632,500,11.885954816352216,394,392,0,0,0
1000,0,0.075,1.0,SUS,100000,0,26,SAH,0.03029813972391807,3.2267667667667665,-0.03288067351093069,506,14.263650375761134,396,389,0,0,0
1000,0,0.075,1.0,SUS,100000,0,27,SAH,0.025408282506235707,3.2414554554554553,0.0029209220981108405,496,12.66307955461834,388,381,0,0,0
1000,0,0.075,1.0,SUS,100000,0,28,SAH,0.03396111462360852,3.2229369369369367,-0.023609525295433715,480,14.350185789778845,369,375,0,0,0
1000,0,0.075,1.0,SUS,100000,0,29,SAH,0.0278055749469006,3.2175875875875874,-0.02689211683087426,497,11.988669682001488,376,376,0,0,0
1000,0,0.075,1.0,SUS,100000,0,30,SAH,0.02858837575326426,3.23405005005005,-0.02369227931750806,472,12.739634723239899,374,387,0,0,0
1000,0,0.075,1.0,SUS,100000,0,31,SAH,0.02935280967233292,3.222152152152152,-0.024083566923378024,524,16.732083346550052,389,401,0,0,0
1000,0,0.075,1.0,SUS,100000,0,32,SAH,0.029091362605622294,3.252998998998999,-0.014277325351453991,513,11.678629198320612,376,390,0,0,0
1000,0,0.075,1.0,SUS,100000,0,33,SAH,0.025606850278562163,3.221887887887888,-0.030042555245896326,488,14.032989035987049,393,387,0,0,0
1000,0,0.075,1.0,SUS,100000,0,34,SAH,0.027019049934329485,3.236952952952953,-0.018807482632283264,504,17.757689175147192,380,403,0,0,0
1000,0,0.075,1.0,SUS,100000,0,35,SAH,0.03489865250795075,3.2182602602602604,-0.035228453095831815,534,16.118970922129,403,393,0,0,0
1000,0,0.075,1.0,SUS,100000,0,36,SAH,0.026020698382173694,3.2274874874874877,-0.020737252974977798,515,14.921848036229946,407,402,0,0,0
1000,0,0.075,1.0,SUS,100000,0,37,SAH,0.029945618918100887,3.230692692692693,-0.028955984703581964,504,13.280878394977613,402,398,0,0,0
1000,0,0.075,1.0,SUS,100000,0,38,SAH,0.029061653052417688,3.23592992992993,-0.023641117681288907,476,17.20586263890808,385,373,0,0,0
1000,0,0.075,1.0,SUS,100000,0,39,SAH,0.02651900520941057,3.228940940940941,-0.0250436194731285,497,14.130812144695254,395,394,0,0,0
1000,0,0.075,1.0,SUS,100000,0,40,SAH,0.029615170402666657,3.2156096096096096,-0.03149004157138569,482,20.543487930138447,387,388,0,0,0
1000,0,0.075,1.0,SUS,100000,0,41,SAH,0.03484515294547528,3.187961961961962,-0.030329351729207213,498,17.10699701497271,405,386,0,0,0
1000,0,0.075,1.0,SUS,100000,0,42,SAH,0.028074793270185836,3.2251011011011013,-0.027426195187406827,515,23.902981599149676,409,393,0,0,0
1000,0,0.075,1.0,SUS,100000,0,43,SAH,0.03252840391672748,3.2394194194194195,-0.0022436372516183027,513,18.79102412833437,398,380,0,0,0
1000,0,0.075,1.0,SUS,100000,0,44,SAH,0.030591039374732204,3.2037857857857857,-0.028606624550585415,535,19.481124238775475,399,397,0,0,0
1000,0,0.075,1.0,SUS,100000,0,45,SAH,0.024151469675761466,3.229765765765766,-0.01969165390451426,497,15.281402717128106,379,389,0,0,0
1000,0,0.075,1.0,SUS,100000,0,46,SAH,0.028097688429062975,3.24008008008008,-0.011217541313909143,499,13.306286476352462,370,374,0,0,0
1000,0,0.075,1.0,SUS,100000,0,47,SAH,0.029357624255397126,3.224898898898899,-0.017290619408049674,500,17.11165513456491,399,393,0,0,0
1000,0,0.075,1.0,SUS,100000,0,48,SAH,0.02995103960665798,3.2563703703703704,-0.014192521087559275,497,16.520099663224176,385,386,0,0,0
1000,0,0.075,1.0,SUS,100000,0,49,SAH,0.03411571731381066,3.2193693693693692,-0.030809784168990117,518,19.911504349205977,385,373,0,0,0
1000,0,0.1,1.0,SUS,100000,0,0,SAH,0.030874879113765106,3.2106446446446446,-0.021191412865164263,534,18.067499527593764,416,423,0,0,0
1000,0,0.1,1.0,SUS,100000,0,1,SAH,0.027691838668805566,3.217127127127127,-0.013341360612714414,514,16.586234785467074,401,413,0,0,0
1000,0,0.1,1.0,SUS,100000,0,2,SAH,0.029944514258314663,3.2516136136136136,-0.007643528962753716,527,17.15122005158642,407,417,0,0,0
1000,0,0.1,1.0,SUS,100000,0,3,SAH,0.026802434215804048,3.218968968968969,-0.017801667812536923,519,20.110939004205058,417,418,0,0,0
1000,0,0.1,1.0,SUS,100000,0,4,SAH,0.02768834152419243,3.2593253253253254,0.0016024589410268044,496,15.213031443005,397,404,0,0,0
1000,0,0.1,1.0,SUS,100000,0,5,SAH,0.026520743328301264,3.2442562562562562,-0.004237613220600426,507,17.220573903899513,403,407,0,0,0
1000,0,0.1,1.0,SUS,100000,0,6,SAH,0.028923177580690733,3.2323483483483484,0.01037363445554902,512,12.200742999521816,423,406,0,0,0
1000,0,0.1,1.0,SUS,100000,0,7,SAH,0.02725976861712292,3.2287487487487487,-0.03764814521186648,508,12.863530500458003,407,402,0,0,0
1000,0,0.1,1.0,SUS,100000,0,8,SAH,0.034054848275539555,3.187981981981982,-0.04219021599909622,533,14.422097210532868,419,402,0,0,0
1000,0,0.1,1.0,SUS,100000,0,9,SAH,0.03132562273051141,3.2322082082082084,-0.01585744504699504,489,14.1099111775551,391,401,0,0,0
1000,0,0.1,1.0,SUS,100000,0,10,SAH,0.032420306322482856,3.2163463463463464,-0.02898651959047897,532,17.730005685086358,423,403,0,0,0
1000,0,0.1,1.0,SUS,100000,0,11,SAH,0.028475511454082787,3.246348348348348,-0.010453758668023796,532,13.309072592670857,423,412,0,0,0
1000,0,0.1,1.0,SUS,100000,0,12,SAH,0.028382660867452714,3.2386386386386388,-0.0037352052785554236,525,16.303508732673606,418,426,0,0,0
1000,0,0.1,1.0,SUS,100000,0,13,SAH,0.030982831374390497,3.2084624624624625,-0.02112725660300892,521,13.456328901488678,403,418,0,0,0
1000,0,0.1,1.0,SUS,100000,0,14,SAH,0.028318164700192813,3.201227227227227,-0.01326599576448746,492,13.521939591763214,391,395,0,0,0
1000,0,0.1,1.0,SUS,100000,0,15,SAH,0.027451180457416936,3.2224864864864866,-0.02655022710783368,508,13.800248039778126,412,407,0,0,0
1000,0,0.1,1.0,SUS,100000,0,16,SAH,0.027575744862646658,3.2124744744744747,-0.03289366926244737,514,19.659603762053393,410,394,0,0,0
1000,0,0.1,1.0,SUS,100000,0,17,SAH,0.03140936508573014,3.1994994994994994,-0.018300330362858965,517,15.75727405059538,411,421,0,0,0
1000,0,0.1,1.0,SUS,100000,0,18,SAH,0.02895608880239147,3.2465545545545544,-0.005390000838538767,513,15.537397175475173,418,411,0,0,0
1000,0,0.1,1.0,SUS,100000,0,19,SAH,0.029130927810102354,3.223163163163163,-0.04520582967193503,515,15.978061767557707,412,417,0,0,0
1000,0,0.1,1.0,SUS,100000,0,20,SAH,0.02977007077308427,3.2384464464464466,0.00883337561428902,537,17.109405862714645,410,401,0,0,0
1000,0,0.1,1.0,SUS,100000,0,21,SAH,0.02666566561232898,3.2300880880880882,-0.012516193464757916,499,19.041886111112696,394,404,0,0,0
1000,0,0.1,1.0,SUS,100000,0,22,SAH,0.030287482683597763,3.2373173173173173,-0.0044358728697657035,500,13.315954611179995,413,406,0,0,0
1000,0,0.1,1.0,SUS,100000,0,23,SAH,0.02971239408975911,3.2269749749749748,-0.02444582206268772,514,18.185124779108047,416,399,0,0,0
1000,0,0.1,1.0,SUS,100000,0,24,SAH,0.029094482371536452,3.2338718718718718,-0.006077348234747429,494,13.744647423107425,410,411,0,0,0
1000,0,0.1,1.0,SUS,100000,0,25,SAH,0.03237575215436311,3.2137177177177176,-0.030789777526747632,515,16.84198956546488,419,412,0,0,0
1000,0,0.1,1.0,SUS,100000,0,26,SAH,0.03029813972391807,3.2267667667667665,-0.03288067351093069,507,23.189255924125334,400,420,0,0,0
1000,0,0.1,1.0,SUS,100000,0,27,SAH,0.025408282506235707,3.2414554554554553,0.0029209220981108405,510,13.14780502931859,414,406,0,0,0
1000,0,0.1,1.0,SUS,100000,0,28,SAH,0.03396111462360852,3.2229369369369367,-0.023609525295433715,505,13.41173757084428,417,419,0,0,0
1000,0,0.1,1.0,SUS,100000,0,29,SAH,0.0278055749469006,3.2175875875875874,-0.02689211683087426,492,14.88696893223406,399,400,0,0,0
1000,0,0.1,1.0,SUS,100000,0,30,SAH,0.02858837575326426,3.23405005005005,-0.02369227931750806,500,18.118510890736285,410,418,0,0,0
1000,0,0.1,1.0,SUS,100000,0,31,SAH,0.02935280967233292,3.222152152152152,-0.024083566923378024,519,14.598390502121847,394,411,0,0,0
1000,0,0.1,1.0,SUS,100000,0,32,SAH,0.029091362605622294,3.252998998998999,-0.014277325351453991,532,14.079522631159708,399,414,0,0,0
1000,0,0.1,1.0,SUS,100000,0,33,SAH,0.025606850278562163,3.221887887887888,-0.030042555245896326,478,14.872547883135478,422,415,0,0,0
1000,0,0.1,1.0,SUS,100000,0,34,SAH,0.027019049934329485,3.236952952952953,-0.018807482632283264,499,15.833835694233194,408,424,0,0,0
1000,0,0.1,1.0,SUS,100000,0,35,SAH,0.03489865250795075,3.2182602602602604,-0.035228453095831815,496,16.898836325851892,404,401,0,0,0
1000,0,0.1,1.0,SUS,100000,0,36,SAH,0.026020698382173694,3.2274874874874877,-0.020737252974977798,489,18.64042541196133,407,392,0,0,0
1000,0,0.1,1.0,SUS,100000,0,37,SAH,0.029945618918100887,3.230692692692693,-0.028955984703581964,479,14.020919190663163,402,407,0,0,0
1000,0,0.1,1.0,SUS,100000,0,38,SAH,0.029061653052417688,3.23592992992993,-0.023641117681288907,516,16.900563288521106,411,409,0,0,0
1000,0,0.1,1.0,SUS,100000,0,39,SAH,0.02651900520941057,3.228940940940941,-0.0250436194731285,527,15.375208833429749,399,420,0,0,0
1000,0,0.1,1.0,SUS,100000,0,40,SAH,0.029615170402666657,3.2156096096096096,-0.03149004157138569,534,19.499250804631032,402,426,0,0,0
1000,0,0.1,1.0,SUS,100000,0,41,SAH,0.03484515294547528,3.187961961961962,-0.030329351729207213,498,12.19903524070858,409,400,0,0,0
1000,0,0.1,1.0,SUS,100000,0,42,SAH,0.028074793270185836,3.2251011011011013,-0.027426195187406827,509,16.715571604732425,420,419,0,0,0
1000,0,0.1,1.0,SUS,100000,0,43,SAH,0.03252840391672748,3.2394194194194195,-0.0022436372516183027,505,16.093331503142174,398,407,0,0,0
1000,0,0.1,1.0,SUS,100000,0,44,SAH,0.030591039374732204,3.2037857857857857,-0.028606624550585415,493,13.39962770531984,404,419,0,0,0
1000,0,0.1,1.0,SUS,100000,0,45,SAH,0.024151469675761466,3.229765765765766,-0.01969165390451426,506,18.165352170145198,405,399,0,0,0
1000,0,0.1,1.0,SUS,100000,0,46,SAH,0.028097688429062975,3.24008008008008,-0.011217541313909143,517,16.164675577693917,411,416,0,0,0
1000,0,0.1,1.0,SUS,100000,0,47,SAH,0.029357624255397126,3.224898898898899,-0.017290619408049674,524,16.885955794228924,407,420,0,0,0
1000,0,0.1,1.0,SUS,100000,0,48,SAH,0.02995103960665798,3.2563703703703704,-0.014192521087559275,529,17.206215535189514,432,412,0,0,0
1000,0,0.1,1.0,SUS,100000,0,49,SAH,0.03411571731381066,3.2193693693693692,-0.030809784168990117,501,12.935900938874067,409,406,0,0,0
1000,0,0.15,1.0,SUS,100000,0,0,SAH,0.030874879113765106,3.2106446446446446,-0.021191412865164263,521,14.569792833502866,431,424,0,0,0
1000,0,0.15,1.0,SUS,100000,0,1,SAH,0.027691838668805566,3.217127127127127,-0.013341360612714414,518,13.891644591229372,424,425,0,0,0
1000,0,0.15,1.0,SUS,100000,0,2,SAH,0.029944514258314663,3.2516136136136136,-0.007643528962753716,537,17.083372776324918,423,436,0,0,0
1000,0,0.15,1.0,SUS,100000,0,3,SAH,0.026802434215804048,3.218968968968969,-0.017801667812536923,536,17.112841854619408,430,434,0,0,0
1000,0,0.15,1.0,SUS,100000,0,4,SAH,0.02768834152419243,3.2593253253253254,0.0016024589410268044,533,15.869724660288112,422,442,0,0,0
1000,0,0.15,1.0,SUS,100000,0,5,SAH,0.026520743328301264,3.2442562562562562,-0.004237613220600426,550,22.89863133254977,440,432,0,0,0
1000,0,0.15,1.0,SUS,100000,0,6,SAH,0.028923177580690733,3.2323483483483484,0.01037363445554902,557,13.180657156373684,428,432,0,0,0
1000,0,0.15,1.0,SUS,100000,0,7,SAH,0.02725976861712292,3.2287487487487487,-0.03764814521186648,564,15.69798812264347,420,422,0,0,0
1000,0,0.15,1.0,SUS,100000,0,8,SAH,0.034054848275539555,3.187981981981982,-0.04219021599909622,521,15.99971172024004,429,424,0,0,0
1000,0,0.15,1.0,SUS,100000,0,9,SAH,0.03132562273051141,3.2322082082082084,-0.01585744504699504,530,12.329022380975198,424,434,0,0,0
1000,0,0.15,1.0,SUS,100000,0,10,SAH,0.032420306322482856,3.2163463463463464,-0.02898651959047897,550,19.969664311411655,430,423,0,0,0
1000,0,0.15,1.0,SUS,100000,0,11,SAH,0.028475511454082787,3.246348348348348,-0.010453758668023796,524,17.234099369204124,432,436,0,0,0
1000,0,0.15,1.0,SUS,100000,0,12,SAH,0.028382660867452714,3.2386386386386388,-0.0037352052785554236,527,11.832222345415957,421,420,0,0,0
1000,0,0.15,1.0,SUS,100000,0,13,SAH,0.030982831374390497,3.2084624624624625,-0.02112725660300892,528,12.813206278392878,444,433,0,0,0
1000,0,0.15,1.0,SUS,100000,0,14,SAH,0.028318164700192813,3.201227227227227,-0.01326599576448746,533,12.544075444767415,423,443,0,0,0
1000,0,0.15,1.0,SUS,100000,0,15,SAH,0.027451180457416936,3.2224864864864866,-0.02655022710783368,526,14.146693859059312,422,431,0,0,0
1000,0,0.15,1.0,SUS,100000,0,16,SAH,0.027575744862646658,3.2124744744744747,-0.03289366926244737,526,14.938376113918654,427,433,0,0,0
1000,0,0.15,1.0,SUS,100000,0,17,SAH,0.03140936508573014,3.1994994994994994,-0.018300330362858965,508,11.914897370776087,416,415,0,0,0
1000,0,0.15,1.0,SUS,100000,0,18,SAH,0.02895608880239147,3.2465545545545544,-0.005390000838538767,538,14.242227538177708,439,424,0,0,0
1000,0,0.15,1.0,SUS,100000,0,19,SAH,0.029130927810102354,3.223163163163163,-0.04520582967193503,518,16.61441050302358,444,419,0,0,0
1000,0,0.15,1.0,SUS,100000,0,20,SAH,0.02977007077308427,3.2384464464464466,0.00883337561428902,563,13.401709438901433,428,431,0,0,0
1000,0,0.15,1.0,SUS,100000,0,21,SAH,0.02666566561232898,3.2300880880880882,-0.012516193464757916,534,16.017317992308207,424,438,0,0,0
1000,0,0.15,1.0,SUS,100000,0,22,SAH,0.030287482683597763,3.2373173173173173,-0.0044358728697657035,522,17.20409983965563,426,415,0,0,0
1000,0,0.15,1.0,SUS,100000,0,23,SAH,0.02971239408975911,3.2269749749749748,-0.02444582206268772,523,15.681520962457508,418,428,0,0,0
1000,0,0.15,1.0,SUS,100000,0,24,SAH,0.029094482371536452,3.2338718718718718,-0.006077348234747429,520,16.32192897094258,441,433,0,0,0
1000,0,0.15,1.0,SUS,100000,0,25,SAH,0.03237575215436311,3.2137177177177176,-0.030789777526747632,518,18.18821233243573,422,430,0,0,0
1000,0,0.15,1.0,SUS,100000,0,26,SAH,0.03029813972391807,3.2267667667667665,-0.03288067351093069,528,14.297690958249277,428,423,0,0,0
1000,0,0.15,1.0,SUS,100000,0,27,SAH,0.025408282506235707,3.2414554554554553,0.0029209220981108405,571,14.360582685344424,436,422,0,0,0
1000,0,0.15,1.0,SUS,100000,0,28,SAH,0.03396111462360852,3.2229369369369367,-0.023609525295433715,528,14.54107821253764,434,427,0,0,0
1000,0,0.15,1.0,SUS,100000,0,29,SAH,0.0278055749469006,3.2175875875875874,-0.02689211683087426,544,19.452816039040606,420,436,0,0,0
1000,0,0.15,1.0,SUS,100000,0,30,SAH,0.02858837575326426,3.23405005005005,-0.02369227931750806,516,13.66558334818712,428,431,0,0,0
