"","size","rep","tau","delt","alph","mod","psi","r0","degAssort","clustering","pathLen","n_components","r","q","time_steps","peak_size","peak_time","tot_inf","prev_m","prev_f","prev_ratio","prev_l","r_actual"
"152",1000,6,0.1,"0.05",1,"i",0.1,3.19327983951856,0.0361283070816427,0.0491252316487106,6,1,0.6,0.314442605650452,199.989852921863,59,184.499926682869,37.8464445472775,NA,NA,1.0257724179404,285.688582289174,0.628886122355045
"153",1000,7,0.1,"0.05",1,"i",0.1,2.93610832497493,-0.00934271302426,0.0303692822737676,5,1,0,-0.00229553253541975,199.99375374964,58,53.7821250252061,39.0118819188192,NA,NA,1.13546340978805,288.992214653135,-0.00460018835575634
"154",1000,7,0.1,"0.05",1,"i",0.1,3.29625543296556,0.0121122668727557,0.0477426945664412,7,1,0.6,0.312729059797245,199.995161664187,61,102.144504024493,37.3607102380053,NA,NA,1.02764842419839,274.932188841202,0.630146774875255
"155",1000,8,0.1,"0.05",1,"i",0.1,3.06750250752257,-0.0198153154555554,0.0329594872968643,5,1,0,-0.000118892283671401,199.997707302642,62,65.9967303611945,39.035069699193,NA,NA,0.952425389781464,290.985741971207,-0.000238175651096152
"156",1000,8,0.1,"0.05",1,"i",0.1,3.34065529923103,0.00861346615290775,0.0489396411092985,7,1,0.6,0.314263049932144,199.996395071673,55,94.3494063144769,37.4236976975446,NA,NA,1.03024443359289,280.663764330286,0.629257906256012
"157",1000,9,0.1,"0.05",1,"i",0.1,3.01504513540622,-0.0286289194762888,0.0315701929474385,5,1,0,0.0091186297105961,199.994193037182,60,192.529013858637,36.8094223304666,NA,NA,1.07659205820635,291.064340863597,0.0182889426957224
"158",1000,9,0.1,"0.05",1,"i",0.1,3.27572718154463,0.0258408725184379,0.0516549802504669,7,1,0.6,0.315552454756446,199.985654591274,52,118.15060076519,36.8881625029185,NA,NA,0.999183434770757,290.546531791908,0.632747645023993
"159",1000,10,0.1,"0.05",1,"i",0.1,3.13009027081244,-0.0163637423590355,0.0354728105873682,5,1,0,0.00671500962264932,199.976475642747,62,185.491909607084,38.6176231025546,NA,NA,1.01774799657803,299.442859141139,0.0134301575989893
"160",1000,10,0.1,"0.05",1,"i",0.1,3.32166499498496,0.0125308352763072,0.0494610019023462,6,1,0.6,0.31562571365048,199.998088580218,56,123.247908641563,38.3399176327029,NA,NA,1.02058166435435,265.934620447565,0.631531611324036
"161",1000,1,0.1,"0.05",1,"i",0.3,3.06111668338348,-0.0104635620439791,0.0327005832368553,5,1,0,-0.00137320688243264,199.97206626101,85,30.1285367048025,64.1838284866736,NA,NA,1.06637867452006,402.767413999658,-0.00277125828867084
"162",1000,1,0.1,"0.05",1,"i",0.3,3.30959545302574,0.00275203001469851,0.0470653601373876,6,1,0.6,0.31121931491566,199.990068877038,89,193.133693670337,62.9420482093034,NA,NA,1.04685738169121,368.066419710544,0.623206659253171
"163",1000,2,0.1,"0.05",1,"i",0.3,3.03233032430625,-0.0105775195455304,0.0317871594429805,5,1,0,0.0202386698711984,199.999383604805,86,64.8982275715011,65.8812120679039,NA,NA,1.02321309743723,412.917328429324,0.0404872521050336
"164",1000,2,0.1,"0.05",1,"i",0.3,3.42657973921765,-0.0251812643456622,0.0479758803383778,8,1,0.6,0.315429417641088,199.994757562368,89,82.8480950371642,63.6728653624856,NA,NA,0.985945827350859,375.091633466135,0.630880186003806
"165",1000,3,0.1,"0.05",1,"i",0.3,3.07572718154463,-0.0174435107741797,0.0324148051524539,5,1,0,-0.00947679548173103,199.984742972955,88,134.265832502733,64.8024146319488,NA,NA,1.0597056469831,417.552846219201,-0.0189592336685969
"166",1000,3,0.1,"0.05",1,"i",0.3,3.33176195252424,-0.00519337558184165,0.0457286785144451,7,1,0.6,0.312403529545507,199.99769305855,87,169.097617543079,64.1232480332761,NA,NA,0.995297361098637,372.502042553191,0.626105340377575
"167",1000,4,0.1,"0.05",1,"i",0.3,3.02564359745904,-0.0251020364364839,0.0300341447782799,5,1,0,0.00711846673420455,199.993824476711,91,16.889749628738,67.1558469945355,NA,NA,1.058583939256,412.615262454029,0.0142370159678754
"168",1000,4,0.1,"0.05",1,"i",0.3,3.29030424607155,0.0151880491956945,0.0473413065347058,7,1,0.6,0.315853156259149,199.98905727209,90,88.5884950696229,62.7272812485354,NA,NA,1.00600388343176,368.897159647405,0.632714598391399
"169",1000,5,0.1,"0.05",1,"i",0.3,3.01257104647275,-0.0291126124052169,0.0299647082325261,5,1,0,-0.00909820736029554,199.984827834264,86,79.0116181833796,64.884418729817,NA,NA,1.05947323901766,412.452808988764,-0.0182319244652361
