failed,n,q,tau,delt,psi,y,net_mean_k,net_var_k,sim_dur,m_rec,f_rec
no,1000,0,0.075,0.25,0,9,9.998,198.42,57.62697454941179,256,245
no,1000,0,0.075,0.25,0,10,10.016,184.916,78.67395902519404,235,236
no,1000,0,0.075,0.25,0,11,10.006,180.2,70.18733792474067,246,247
no,1000,0,0.075,0.25,0,12,10.004,190.05,12.962778941940766,7,4
no,1000,0,0.075,0.25,0,13,10.0,191.952,75.4923412821312,250,241
no,1000,0,0.075,0.25,0,14,10.0,188.238,59.081621587366364,271,266
no,1000,0,0.075,0.25,0,15,10.018,186.864,86.57156122876104,266,276
no,1000,0,0.075,0.25,0,16,10.014,191.336,80.58845761239336,220,220
no,1000,0,0.075,0.25,0,17,10.008,195.566,74.565442926605,259,260
no,1000,0,0.075,0.25,0,18,10.016,179.256,63.55406370996582,257,246
no,1000,0,0.075,0.25,0,19,10.018,189.376,70.27795367139592,289,267
no,1000,0,0.075,0.25,0,20,10.018,186.94,77.05637450924044,269,247
no,1000,0,0.075,0.25,0,21,10.002,183.83,53.5978043155325,246,260
no,1000,0,0.075,0.25,0,22,10.006,192.634,84.02710505305679,264,255
no,1000,0,0.075,0.25,0,23,10.008,186.636,73.19120833306019,231,238
no,1000,0,0.075,0.25,0,24,10.01,179.052,62.58801580481395,250,255
no,1000,0,0.075,0.25,0,25,10.012,188.632,61.79000720995277,263,259
no,1000,0,0.1,0.25,0,0,10.01,179.134,66.86206527914365,289,304
no,1000,0,0.1,0.25,0,1,10.008,191.23,61.26606377455205,296,298
no,1000,0,0.1,0.25,0,2,10.01,193.468,57.680319675906794,308,293
no,1000,0,0.1,0.25,0,3,10.018,188.054,68.0017404850935,296,295
no,1000,0,0.1,0.25,0,4,10.014,191.862,69.88600256366733,283,292
no,1000,0,0.1,0.25,0,5,10.016,185.278,61.45269610709454,319,317
no,1000,0,0.1,0.25,0,6,10.01,197.91,72.02620104260865,311,311
no,1000,0,0.1,0.25,0,7,10.012,177.466,64.79911930327695,295,299
no,1000,0,0.1,0.25,0,8,10.008,192.226,52.73055820876953,295,292
no,1000,0,0.1,0.25,0,9,10.01,197.516,62.087415130730285,301,294
no,1000,0,0.1,0.25,0,10,10.014,182.17,63.53592149543925,309,309
no,1000,0,0.1,0.25,0,11,10.018,183.9,52.996697846288704,294,285
no,1000,0,0.1,0.25,0,12,10.01,192.252,53.36300916782955,280,277
no,1000,0,0.1,0.25,0,13,10.008,190.342,51.624446471721974,305,293
yes,1000,0,0.1,0.25,0,14,100.212,10034.202,34.71188985724074,500,500
no,1000,0,0.1,0.25,0,15,10.004,182.736,80.42432935401732,312,311
no,1000,0,0.1,0.25,0,16,10.006,198.948,19.49070822507847,5,6
no,1000,0,0.1,0.25,0,17,10.018,193.408,55.837081993167274,312,304
no,1000,0,0.1,0.25,0,18,10.01,184.924,57.01529779155939,298,295
no,1000,0,0.1,0.25,0,19,10.018,192.156,68.28814759756244,280,298
no,1000,0,0.1,0.25,0,20,10.016,184.97,57.0539074828383,288,295
no,1000,0,0.1,0.25,0,21,10.016,180.106,49.73634689861848,321,294
no,1000,0,0.1,0.25,0,22,10.008,185.82,54.20746223057942,303,296
no,1000,0,0.1,0.25,0,23,10.006,191.36,50.89248079308209,307,300
no,1000,0,0.1,0.25,0,24,10.008,182.842,85.4562481814084,287,304
no,1000,0,0.1,0.25,0,25,10.014,191.39,47.35336112881,295,326
no,1000,0,0.12,0.25,0,0,10.006,192.64,56.09132214906275,324,308
no,1000,0,0.12,0.25,0,1,10.004,182.736,67.40463534066821,306,307
no,1000,0,0.12,0.25,0,2,10.008,190.936,52.53953506049251,316,332
no,1000,0,0.12,0.25,0,3,10.002,191.044,48.26355852988132,356,352
no,1000,0,0.12,0.25,0,4,10.01,197.942,58.27744957544742,324,311
no,1000,0,0.12,0.25,0,5,10.006,178.37,66.37352034116164,345,341
no,1000,0,0.12,0.25,0,6,10.004,195.438,57.28408302780937,347,322
no,1000,0,0.12,0.25,0,7,10.016,186.942,54.814171915778246,318,340
no,1000,0,0.12,0.25,0,8,10.01,192.776,62.79149367159431,338,320
no,1000,0,0.12,0.25,0,9,10.016,191.376,49.883272808084904,335,339
no,1000,0,0.12,0.25,0,10,10.004,189.548,56.214529541643174,325,338
no,1000,0,0.12,0.25,0,11,10.01,186.042,66.7461244730522,345,326
no,1000,0,0.12,0.25,0,12,10.008,190.89,48.60212148561306,316,328
no,1000,0,0.12,0.25,0,13,10.006,198.938,54.4963049187551,340,320
no,1000,0,0.12,0.25,0,14,10.016,183.202,58.12737263839904,320,325
no,1000,0,0.12,0.25,0,15,10.016,190.072,57.106641017652585,325,324
no,1000,0,0.12,0.25,0,16,10.014,189.474,47.58580139035645,323,318
no,1000,0,0.12,0.25,0,17,9.998,197.518,65.15512315045919,323,323
no,1000,0,0.12,0.25,0,18,10.008,181.664,63.58018757087108,320,315
no,1000,0,0.12,0.25,0,19,10.01,191.576,56.33555718609226,325,338
no,1000,0,0.12,0.25,0,20,10.012,178.7,55.70632940471991,347,320
no,1000,0,0.12,0.25,0,21,10.006,192.64,50.57356541687041,306,333
no,1000,0,0.12,0.25,0,22,10.006,183.676,71.92640821532088,321,326
no,1000,0,0.12,0.25,0,23,10.008,186.016,46.64562493201355,354,334
no,1000,0,0.12,0.25,0,24,10.01,193.786,43.336887135377026,352,308
no,1000,0,0.12,0.25,0,25,10.016,186.95,54.45085253306575,313,323
no,1000,0,0.24,0.25,0,0,10.006,178.592,39.58337535404952,402,405
no,1000,0,0.24,0.25,0,1,10.012,198.256,44.386580486217774,369,370
no,1000,0,0.24,0.25,0,2,10.018,180.28,48.95458215342824,389,394
no,1000,0,0.24,0.25,0,3,10.008,182.83,59.18122325108585,387,405
no,1000,0,0.24,0.25,0,4,10.014,177.038,38.86045797455582,415,400
no,1000,0,0.24,0.25,0,5,10.016,207.88,49.87371501452561,394,398
no,1000,0,0.24,0.25,0,6,10.008,179.02,39.29199527578114,409,395
no,1000,0,0.24,0.25,0,7,10.008,180.39,47.44379873636353,395,402
no,1000,0,0.24,0.25,0,8,10.006,179.542,39.735313084560985,404,408
no,1000,0,0.24,0.25,0,9,10.002,185.004,46.59163887302137,410,400
no,1000,0,0.24,0.25,0,10,10.0,180.804,44.62150947249019,405,408
no,1000,0,0.24,0.25,0,11,10.016,179.248,47.47027576297665,416,404
no,1000,0,0.24,0.25,0,12,10.004,184.546,56.86480103596851,400,402
no,1000,0,0.24,0.25,0,13,10.02,183.384,43.33934130898622,404,391
no,1000,0,0.24,0.25,0,14,10.01,186.042,41.8719446802099,396,379
no,1000,0,0.24,0.25,0,15,10.008,186.63,57.14174323184781,397,394
no,1000,0,0.24,0.25,0,16,10.006,190.38,42.89381133213591,400,408
no,1000,0,0.24,0.25,0,17,10.016,187.032,48.88303048233205,410,410
no,1000,0,0.24,0.25,0,18,10.01,186.042,55.91422209262703,409,391
no,1000,0,0.24,0.25,0,19,10.006,192.636,47.02942270188354,385,411
no,1000,0,0.24,0.25,0,20,10.004,187.502,47.12302174545261,397,398
no,1000,0,0.24,0.25,0,21,10.002,189.834,46.27118858690064,396,398
no,1000,0,0.24,0.25,0,22,10.014,189.26,44.53395215431969,405,392
no,1000,0,0.24,0.25,0,23,10.008,198.716,45.9984671986986,399,401
no,1000,0,0.24,0.25,0,24,10.004,191.55,45.69360337525237,395,400
no,1000,0,0.24,0.25,0,25,10.008,181.144,7.4157199946794865,3,2
no,1000,0,0.36,0.25,0,0,10.014,188.354,58.14706871721492,427,428
no,1000,0,0.36,0.25,0,1,10.008,185.834,46.81507119699668,427,436
no,1000,0,0.36,0.25,0,2,10.014,178.804,41.769343294596155,427,419
no,1000,0,0.36,0.25,0,3,10.016,191.754,36.184901498290415,432,423
no,1000,0,0.36,0.25,0,4,10.014,185.422,45.66619427565106,428,434
no,1000,0,0.36,0.25,0,5,10.006,184.788,34.02904991324887,413,431
no,1000,0,0.36,0.25,0,6,10.016,197.796,41.004208227589615,416,431
no,1000,0,0.36,0.25,0,7,9.998,191.342,43.459050498071655,413,436
no,1000,0,0.36,0.25,0,8,10.01,185.146,47.358920991400076,433,435
no,1000,0,0.36,0.25,0,9,10.01,182.788,45.196213199852366,415,431
no,1000,0,0.36,0.25,0,10,10.016,183.28,42.15280352449108,437,442
no,1000,0,0.36,0.25,0,11,10.01,195.038,45.681718087982524,428,432
no,1000,0,0.36,0.25,0,12,10.018,185.902,41.74582053394206,421,432
no,1000,0,0.36,0.25,0,13,10.014,198.386,42.294950367767264,429,438
no,1000,0,0.36,0.25,0,14,10.012,189.916,55.80477815124274,428,419
no,1000,0,0.36,0.25,0,15,10.008,186.14,43.07958993641597,419,425
no,1000,0,0.36,0.25,0,16,10.006,189.742,44.95694387469422,426,416
no,1000,0,0.36,0.25,0,17,10.008,185.83,41.93673481573828,420,418
no,1000,0,0.36,0.25,0,18,10.018,181.172,35.68710395210925,437,412
no,1000,0,0.36,0.25,0,19,10.006,188.756,37.98355791275501,424,425
no,1000,0,0.36,0.25,0,20,10.002,203.764,44.56911665157046,428,432
no,1000,0,0.36,0.25,0,21,10.008,189.408,41.59481676426732,427,430
no,1000,0,0.36,0.25,0,22,10.004,181.264,32.21501859917096,426,427
no,1000,0,0.36,0.25,0,23,10.01,183.876,43.204620856351745,431,434
no,1000,0,0.36,0.25,0,24,10.012,195.386,51.140934162711105,429,429
no,1000,0,0.36,0.25,0,25,10.008,186.604,42.4950791951543,437,434
no,1000,0.3,0.0001,0.25,0,0,10.01,182.282,7.980454433995368,4,5
no,1000,0.3,0.0001,0.25,0,1,10.018,187.032,9.63452904879361,2,7
no,1000,0.3,0.0001,0.25,0,2,10.008,185.814,3.345931128911742,3,5
no,1000,0.3,0.0001,0.25,0,3,10.01,179.202,1.590986398011116,1,1
no,1000,0.3,0.0001,0.25,0,4,10.014,177.038,3.3569585041293184,8,3
no,1000,0.3,0.0001,0.25,0,5,10.0,194.334,7.291133514708837,7,7
no,1000,0.3,0.0001,0.25,0,6,10.01,196.026,7.141032481777303,9,5
no,1000,0.3,0.0001,0.25,0,7,9.998,183.494,6.058014595921023,5,2
no,1000,0.3,0.0001,0.25,0,8,10.012,198.058,3.0827949474914,3,5
no,1000,0.3,0.0001,0.25,0,9,10.002,188.14,4.287209987010414,6,7
no,1000,0.3,0.0001,0.25,0,10,10.01,192.244,6.246167771970114,4,4
no,1000,0.3,0.0001,0.25,0,11,10.01,185.722,7.430207014744207,7,7
no,1000,0.3,0.0001,0.25,0,12,10.012,177.918,6.327561884133305,5,4
no,1000,0.3,0.0001,0.25,0,13,10.01,191.686,8.140375910402826,2,5
no,1000,0.3,0.0001,0.25,0,14,10.012,190.098,7.891856826819324,3,5
no,1000,0.3,0.0001,0.25,0,15,9.998,189.776,10.856225184671294,2,8
no,1000,0.3,0.0001,0.25,0,16,10.01,198.03,1.9776649286832144,5,7
no,1000,0.3,0.0001,0.25,0,17,10.014,180.062,8.928012465107267,6,6
no,1000,0.3,0.0001,0.25,0,18,10.004,177.886,2.5141721179300567,4,1
no,1000,0.3,0.0001,0.25,0,19,10.012,181.498,7.5190348872143336,10,4
no,1000,0.3,0.0001,0.25,0,20,10.016,181.198,6.255508025857894,7,3
no,1000,0.3,0.0001,0.25,0,21,10.01,198.03,4.127491438190349,2,6
no,1000,0.3,0.0001,0.25,0,22,9.994,185.57,5.964765172935819,8,4
no,1000,0.3,0.0001,0.25,0,23,10.008,184.49,9.426052183174686,4,4
no,1000,0.3,0.0001,0.25,0,24,10.01,187.276,5.850393899362524,9,5
no,1000,0.3,0.0001,0.25,0,25,10.018,187.366,3.085165498133338,9,5
no,1000,0.3,0.001,0.25,0,0,10.018,186.88,3.8614294002575287,6,10
no,1000,0.3,0.001,0.25,0,1,10.014,191.328,9.95137708880216,5,7
no,1000,0.3,0.001,0.25,0,2,10.014,195.584,2.452273847951976,3,5
no,1000,0.3,0.001,0.25,0,3,10.004,195.456,5.226673820235028,8,1
no,1000,0.3,0.001,0.25,0,4,10.018,193.068,2.696558989043311,4,2
no,1000,0.3,0.001,0.25,0,5,10.008,192.378,5.383882340215477,3,10
no,1000,0.3,0.001,0.25,0,6,9.996,179.73,7.826883702838398,4,8
no,1000,0.3,0.001,0.25,0,7,10.008,181.15,7.026195771349514,5,9
no,1000,0.3,0.001,0.25,0,8,10.01,192.258,4.284725380475203,7,3
no,1000,0.3,0.001,0.25,0,9,10.014,188.146,3.6575855539329725,7,8
no,1000,0.3,0.001,0.25,0,10,10.01,186.0,4.000339229107972,7,3
no,1000,0.3,0.001,0.25,0,11,10.014,177.038,10.65292431038081,9,6
no,1000,0.3,0.001,0.25,0,12,10.008,192.65,7.982649221293384,9,6
no,1000,0.3,0.001,0.25,0,13,10.006,180.042,4.842420896525114,2,6
no,1000,0.3,0.001,0.25,0,14,10.008,187.52,14.49634440421907,5,8
no,1000,0.3,0.001,0.25,0,15,10.016,184.626,9.907950691236152,3,6
no,1000,0.3,0.001,0.25,0,16,10.006,183.632,5.658961771325158,6,3
no,1000,0.3,0.001,0.25,0,17,10.01,192.238,5.436635399791406,1,4
no,1000,0.3,0.001,0.25,0,18,10.008,194.57,14.8767218092217,6,5
no,1000,0.3,0.001,0.25,0,19,10.014,177.038,3.346363746032579,7,5
no,1000,0.3,0.001,0.25,0,20,10.004,182.836,4.48873810425377,5,5
no,1000,0.3,0.001,0.25,0,21,10.006,195.576,7.025900825016779,5,2
no,1000,0.3,0.001,0.25,0,22,10.0,182.5,3.063086766866388,8,2
no,1000,0.3,0.001,0.25,0,23,10.012,193.592,5.134624782057368,9,3
no,1000,0.3,0.001,0.25,0,24,10.008,184.126,5.714572338281555,4,7
no,1000,0.3,0.001,0.25,0,25,10.008,176.674,18.74222822818809,8,8
no,1000,0.3,0.005,0.25,0,0,10.0,185.282,2.4108830718456105,3,5
no,1000,0.3,0.005,0.25,0,1,10.008,180.374,4.64842869856319,4,6
no,1000,0.3,0.005,0.25,0,2,10.0,185.622,8.597670485916964,3,4
no,1000,0.3,0.005,0.25,0,3,10.016,178.982,3.5388229535345648,6,5
no,1000,0.3,0.005,0.25,0,4,10.014,185.946,2.4283130109823046,5,4
no,1000,0.3,0.005,0.25,0,5,10.014,191.226,5.342216683770174,4,6
no,1000,0.3,0.005,0.25,0,6,10.008,190.23,25.952888597507176,12,4
no,1000,0.3,0.005,0.25,0,7,10.006,188.092,8.167109229067412,10,6
no,1000,0.3,0.005,0.25,0,8,10.01,197.88,11.827204435155934,9,12
no,1000,0.3,0.005,0.25,0,9,10.006,178.358,7.710321682547658,4,7
no,1000,0.3,0.005,0.25,0,10,10.008,192.384,2.1032604283116836,3,5
no,1000,0.3,0.005,0.25,0,11,9.994,184.466,9.02295725694377,8,5
no,1000,0.3,0.005,0.25,0,12,10.012,191.558,9.789085351207643,6,4
no,1000,0.3,0.005,0.25,0,13,10.01,187.77,10.02304223512144,8,7
no,1000,0.3,0.005,0.25,0,14,10.016,191.746,10.266244265452386,9,3
no,1000,0.3,0.005,0.25,0,15,10.01,182.292,6.090545575846821,7,2
no,1000,0.3,0.005,0.25,0,16,10.004,195.536,14.707184545306562,8,9
no,1000,0.3,0.005,0.25,0,17,10.012,198.59,16.04745548559757,9,11
no,1000,0.3,0.005,0.25,0,18,10.008,182.146,19.427201427255834,4,7
no,1000,0.3,0.005,0.25,0,19,10.01,189.56,4.896745434073287,4,3
no,1000,0.3,0.005,0.25,0,20,10.006,191.342,8.120947122879235,5,7
no,1000,0.3,0.005,0.25,0,21,10.014,177.038,2.485540681638288,0,4
no,1000,0.3,0.005,0.25,0,22,10.006,189.956,5.894695510235038,7,8
no,1000,0.3,0.005,0.25,0,23,10.014,192.432,12.844105265168249,11,5
no,1000,0.3,0.005,0.25,0,24,10.01,186.042,16.778701473648148,8,4
no,1000,0.3,0.005,0.25,0,25,10.01,190.444,3.268978197872207,1,5
no,1000,0.3,0.01,0.25,0,0,10.002,188.142,5.253487058524994,6,4
no,1000,0.3,0.01,0.25,0,1,10.012,197.466,6.95479049583828,5,5
no,1000,0.3,0.01,0.25,0,2,10.014,188.312,20.862177665264866,9,14
no,1000,0.3,0.01,0.25,0,3,10.012,185.902,4.668872914098346,5,10
no,1000,0.3,0.01,0.25,0,4,10.018,199.318,8.123701880111298,5,4
no,1000,0.3,0.01,0.25,0,5,10.01,180.67,2.7762067886498443,1,8
no,1000,0.3,0.01,0.25,0,6,10.01,185.918,6.712779859084767,8,7
no,1000,0.3,0.01,0.25,0,7,10.01,190.394,9.049532273931318,2,10
no,1000,0.3,0.01,0.25,0,8,10.008,182.16,22.23473481380644,3,3
no,1000,0.3,0.01,0.25,0,9,10.008,187.042,7.327307740228697,14,2
no,1000,0.3,0.01,0.25,0,10,10.01,179.116,16.562100790152428,5,19
no,1000,0.3,0.01,0.25,0,11,10.012,189.658,12.360788660601804,9,5
no,1000,0.3,0.01,0.25,0,12,10.004,183.086,17.6328227129433,7,6
no,1000,0.3,0.01,0.25,0,13,10.014,187.686,5.641948990687277,11,7
no,1000,0.3,0.01,0.25,0,14,10.016,183.638,11.368877924855706,2,10
no,1000,0.3,0.01,0.25,0,15,10.014,180.062,21.610564498961015,15,13
no,1000,0.3,0.01,0.25,0,16,10.004,182.71,23.89889583303625,6,6
no,1000,0.3,0.01,0.25,0,17,10.0,191.506,21.09294860232952,12,4
no,1000,0.3,0.01,0.25,0,18,10.008,183.73,8.317403010549558,6,4
no,1000,0.3,0.01,0.25,0,19,10.012,189.232,5.483487942109303,9,2
no,1000,0.3,0.01,0.25,0,20,10.004,174.656,3.5829661597423343,6,1
no,1000,0.3,0.01,0.25,0,21,9.996,182.268,42.66577189712743,7,14
no,1000,0.3,0.01,0.25,0,22,10.008,187.812,20.896324253265853,7,7
no,1000,0.3,0.01,0.25,0,23,10.014,188.016,7.33301910935007,8,6
no,1000,0.3,0.01,0.25,0,24,10.008,176.692,5.1229764200549415,2,4
no,1000,0.3,0.01,0.25,0,25,10.012,183.882,10.941636203946834,6,8
no,1000,0.3,0.015,0.25,0,0,10.008,191.818,15.321824168411997,7,6
no,1000,0.3,0.015,0.25,0,1,10.006,179.794,5.3907146152077745,9,4
no,1000,0.3,0.015,0.25,0,2,10.02,195.226,48.750779112919396,11,8
no,1000,0.3,0.015,0.25,0,3,10.01,182.302,24.021562331565327,14,18
no,1000,0.3,0.015,0.25,0,4,10.014,195.612,37.82938784074818,15,11
no,1000,0.3,0.015,0.25,0,5,10.01,184.92,6.583671614917263,12,9
no,1000,0.3,0.015,0.25,0,6,10.014,198.374,20.39304298400122,16,18
no,1000,0.3,0.015,0.25,0,7,10.006,187.41,12.626958178388865,12,11
no,1000,0.3,0.015,0.25,0,8,10.006,191.33,3.550293963920713,0,7
no,1000,0.3,0.015,0.25,0,9,10.004,181.392,18.14204231610002,8,7
no,1000,0.3,0.015,0.25,0,10,10.016,189.952,34.74094436886743,9,15
no,1000,0.3,0.015,0.25,0,11,10.004,181.264,11.125135364987141,7,0
no,1000,0.3,0.015,0.25,0,12,10.008,180.336,0.9278288924813722,4,4
no,1000,0.3,0.015,0.25,0,13,10.02,198.476,8.454104818947734,4,7
no,1000,0.3,0.015,0.25,0,14,10.01,187.798,6.726225954874517,14,8
no,1000,0.3,0.015,0.25,0,15,10.01,188.072,13.147386769029056,13,5
no,1000,0.3,0.015,0.25,0,16,10.01,193.46,9.786459294931701,7,5
no,1000,0.3,0.015,0.25,0,17,10.016,183.638,5.348249846504248,3,3
no,1000,0.3,0.015,0.25,0,18,10.008,180.336,25.911566488919213,11,12
no,1000,0.3,0.015,0.25,0,19,10.0,182.596,46.79455654791354,8,20
no,1000,0.3,0.015,0.25,0,20,10.004,192.144,44.04527833110432,11,20
no,1000,0.3,0.015,0.25,0,21,9.994,186.774,10.084622789157727,8,6
no,1000,0.3,0.015,0.25,0,22,10.01,177.362,10.582079209128796,5,12
no,1000,0.3,0.015,0.25,0,23,10.01,181.174,8.708609545119161,8,6
no,1000,0.3,0.015,0.25,0,24,10.006,178.89,32.04022223567274,18,11
no,1000,0.3,0.015,0.25,0,25,10.012,191.5,2.119489880528598,8,6
no,1000,0.3,0.03,0.25,0,0,10.014,177.038,8.748769492615367,4,6
no,1000,0.3,0.03,0.25,0,1,10.012,188.666,70.93832537434908,107,76
no,1000,0.3,0.03,0.25,0,2,10.016,191.274,14.107020448552378,11,8
no,1000,0.3,0.03,0.25,0,3,10.01,185.984,60.23047182278433,31,32
no,1000,0.3,0.03,0.25,0,4,9.994,183.166,7.048582098980793,6,3
no,1000,0.3,0.03,0.25,0,5,10.01,193.616,73.8712823815594,82,99
no,1000,0.3,0.03,0.25,0,6,10.016,178.91,165.62260977092384,102,94
no,1000,0.3,0.03,0.25,0,7,10.012,181.752,12.33691104644573,6,15
no,1000,0.3,0.03,0.25,0,8,10.02,188.724,10.139290416865643,4,16
no,1000,0.3,0.03,0.25,0,9,10.01,193.806,13.275632412950616,10,4
no,1000,0.3,0.03,0.25,0,10,10.004,192.434,32.07833660810947,9,22
no,1000,0.3,0.03,0.25,0,11,10.014,195.596,24.125398846105067,7,12
no,1000,0.3,0.03,0.25,0,12,10.002,188.124,59.35836131655622,67,30
no,1000,0.3,0.03,0.25,0,13,10.014,198.356,11.520368219690301,6,3
no,1000,0.3,0.03,0.25,0,14,10.016,192.544,58.71311796755771,38,66
no,1000,0.3,0.03,0.25,0,15,10.008,192.606,12.054377504481877,7,13
no,1000,0.3,0.03,0.25,0,16,10.008,193.01,25.739995851236127,10,9
no,1000,0.3,0.03,0.25,0,17,10.01,190.702,36.143840001274285,19,14
no,1000,0.3,0.03,0.25,0,18,10.004,184.666,21.074745426133813,3,3
no,1000,0.3,0.03,0.25,0,19,10.014,179.774,23.62820776021555,27,14
no,1000,0.3,0.03,0.25,0,20,10.0,183.722,68.1836515234568,77,93
no,1000,0.3,0.03,0.25,0,21,10.018,182.792,14.784761483876089,8,3
no,1000,0.3,0.03,0.25,0,22,10.008,182.386,66.23197361023674,45,46
no,1000,0.3,0.03,0.25,0,23,10.014,180.54,2.67230617447773,2,4
no,1000,0.3,0.03,0.25,0,24,10.016,207.452,18.029606432818106,14,9
no,1000,0.3,0.03,0.25,0,25,10.02,187.68,11.15209307033335,9,3
no,1000,0.3,0.04,0.25,0,0,10.004,192.434,26.697185800679794,8,18
no,1000,0.3,0.04,0.25,0,1,10.012,187.94,79.90982596765966,88,116
no,1000,0.3,0.04,0.25,0,2,10.012,189.558,3.3150796767423394,1,2
no,1000,0.3,0.04,0.25,0,3,10.01,182.36,87.56020505534828,180,121
no,1000,0.3,0.04,0.25,0,4,10.004,189.086,73.92508164163355,130,147
no,1000,0.3,0.04,0.25,0,5,10.0,186.652,48.172617492642516,17,11
no,1000,0.3,0.04,0.25,0,6,10.018,195.128,13.345067401429773,7,8
no,1000,0.3,0.04,0.25,0,7,10.012,196.118,2.3825492248678763,2,4
no,1000,0.3,0.04,0.25,0,8,10.012,185.88,79.18075364902698,97,55
no,1000,0.3,0.04,0.25,0,9,10.01,188.86,63.68075786560435,105,64
no,1000,0.3,0.04,0.25,0,10,10.014,199.218,21.87937951585549,8,9
no,1000,0.3,0.04,0.25,0,11,10.008,190.596,132.20139626760283,95,98
no,1000,0.3,0.04,0.25,0,12,10.01,196.026,87.08331322686153,151,119
no,1000,0.3,0.04,0.25,0,13,9.994,183.172,21.67032089853562,17,11
no,1000,0.3,0.04,0.25,0,14,10.014,179.942,152.8364243003016,82,108
no,1000,0.3,0.04,0.25,0,15,10.014,181.404,68.90012263603137,84,83
no,1000,0.3,0.04,0.25,0,16,10.016,190.75,53.14637437531359,27,11
no,1000,0.3,0.04,0.25,0,17,10.008,186.906,65.50812414359278,32,44
no,1000,0.3,0.04,0.25,0,18,10.01,184.918,31.809825568091462,13,5
no,1000,0.3,0.04,0.25,0,19,10.01,192.312,92.70875021255519,110,121
no,1000,0.3,0.04,0.25,0,20,10.006,187.41,141.22467976203865,167,105
no,1000,0.3,0.04,0.25,0,21,10.008,185.826,25.14621101914456,5,21
no,1000,0.3,0.04,0.25,0,22,10.004,184.708,98.15379554948686,127,114
no,1000,0.3,0.04,0.25,0,23,10.01,196.018,95.53541454072494,101,106
no,1000,0.3,0.04,0.25,0,24,10.008,180.336,95.77833835627841,26,65
no,1000,0.3,0.04,0.25,0,25,10.016,187.924,96.95219627607928,100,105
no,1000,0.3,0.06,0.25,0,0,10.002,184.516,76.86901578622606,210,225
no,1000,0.3,0.06,0.25,0,1,10.008,182.38,84.73339089432652,220,225
no,1000,0.3,0.06,0.25,0,2,10.002,178.712,98.27248569801584,208,214
no,1000,0.3,0.06,0.25,0,3,10.012,188.514,80.54726698477567,198,188
no,1000,0.3,0.06,0.25,0,4,10.008,180.336,82.01219800928556,172,211
no,1000,0.3,0.06,0.25,0,5,10.006,190.356,17.809289522698645,5,7
no,1000,0.3,0.06,0.25,0,6,10.01,186.526,70.03370362375344,202,200
no,1000,0.3,0.06,0.25,0,7,10.018,199.31,34.74288311560872,11,12
no,1000,0.3,0.06,0.25,0,8,10.014,191.798,94.45372943160721,227,219
no,1000,0.3,0.06,0.25,0,9,10.008,187.842,96.35821603360709,201,204
no,1000,0.3,0.06,0.25,0,10,10.014,191.394,58.664261047873055,214,218
no,1000,0.3,0.06,0.25,0,11,10.01,197.964,77.00818732559374,214,199
no,1000,0.3,0.06,0.25,0,12,10.018,189.522,60.360102146784286,200,212
no,1000,0.3,0.06,0.25,0,13,10.018,185.076,75.37847885960454,223,235
no,1000,0.3,0.06,0.25,0,14,10.01,193.522,85.22877866234573,163,188
no,1000,0.3,0.06,0.25,0,15,10.014,177.038,62.47487216863085,184,233
no,1000,0.3,0.06,0.25,0,16,9.996,190.074,78.04940449761878,203,183
no,1000,0.3,0.06,0.25,0,17,10.008,176.218,77.95995755860203,176,226
no,1000,0.3,0.06,0.25,0,18,10.0,182.492,11.97010820633945,2,4
no,1000,0.3,0.06,0.25,0,19,10.012,189.558,76.65556235524389,200,223
no,1000,0.3,0.06,0.25,0,20,10.012,191.03,67.93811052693302,180,192
no,1000,0.3,0.06,0.25,0,21,10.02,198.794,79.14631149762275,245,208
no,1000,0.3,0.06,0.25,0,22,10.012,210.812,65.13197412605125,200,205
no,1000,0.3,0.06,0.25,0,23,10.006,188.258,73.55629234613299,213,199
no,1000,0.3,0.06,0.25,0,24,10.006,182.102,80.84019804435603,198,169
no,1000,0.3,0.06,0.25,0,25,10.008,195.296,5.955155623767215,0,3
no,1000,0.3,0.075,0.25,0,0,10.006,201.476,54.51017461725337,241,250
no,1000,0.3,0.075,0.25,0,1,10.01,184.238,80.87681556087027,252,224
no,1000,0.3,0.075,0.25,0,2,10.014,198.368,58.712902815464126,278,250
no,1000,0.3,0.075,0.25,0,3,10.02,179.708,91.01082545277255,215,232
no,1000,0.3,0.075,0.25,0,4,10.008,192.62,65.99339946738769,244,258
no,1000,0.3,0.075,0.25,0,5,10.006,187.236,84.58620379062643,257,249
no,1000,0.3,0.075,0.25,0,6,10.012,183.334,74.85855383420453,272,262
no,1000,0.3,0.075,0.25,0,7,10.018,189.522,64.42360354821697,234,249
no,1000,0.3,0.075,0.25,0,8,10.004,186.968,73.31644797515041,249,238
no,1000,0.3,0.075,0.25,0,9,10.012,196.19,84.43707882302665,252,291
no,1000,0.3,0.075,0.25,0,10,10.008,192.224,66.79203853763889,245,223
no,1000,0.3,0.075,0.25,0,11,10.018,193.068,62.20835740436247,242,232
no,1000,0.3,0.075,0.25,0,12,10.004,183.222,70.16969258770175,240,266
no,1000,0.3,0.075,0.25,0,13,10.016,180.744,80.20972352856381,215,190
no,1000,0.3,0.075,0.25,0,14,10.018,208.144,62.708868316107086,222,193
no,1000,0.3,0.075,0.25,0,15,10.004,181.264,67.0802329672492,267,301
