failed,n,q,tau,delt,psi,y,net_mean_k,net_var_k,sim_dur,m_rec,f_rec
no,1000,0.3,0.075,0.25,0,16,10.012,190.072,60.39627312118415,231,257
no,1000,0.3,0.075,0.25,0,17,10.006,190.336,63.6960431453621,241,259
no,1000,0.3,0.075,0.25,0,18,10.012,196.164,67.2281150674177,241,242
no,1000,0.3,0.075,0.25,0,19,10.008,176.228,71.12381777734322,235,231
no,1000,0.3,0.075,0.25,0,20,10.0,188.054,50.58922104413583,261,263
no,1000,0.3,0.075,0.25,0,21,10.016,180.106,76.54368555999551,245,247
no,1000,0.3,0.075,0.25,0,22,10.02,185.59,0.9367720998600441,2,2
no,1000,0.3,0.075,0.25,0,23,10.01,181.066,80.50766472782573,269,259
no,1000,0.3,0.075,0.25,0,24,10.004,181.264,72.65692702284247,258,275
no,1000,0.3,0.075,0.25,0,25,10.012,190.074,61.54658040677608,258,282
no,1000,0.3,0.1,0.25,0,0,10.0,187.088,57.558221721184125,323,308
no,1000,0.3,0.1,0.25,0,1,10.012,183.172,57.93442626070418,302,301
no,1000,0.3,0.1,0.25,0,2,10.01,180.306,73.88582296778272,297,312
no,1000,0.3,0.1,0.25,0,3,10.008,192.612,61.60731406824052,310,323
no,1000,0.3,0.1,0.25,0,4,10.012,183.214,58.70316474747719,313,303
no,1000,0.3,0.1,0.25,0,5,10.012,185.634,66.0502292109769,309,304
no,1000,0.3,0.1,0.25,0,6,10.008,178.06,59.58668409072752,324,319
no,1000,0.3,0.1,0.25,0,7,10.008,192.65,5.903708042144952,10,8
no,1000,0.3,0.1,0.25,0,8,10.006,180.056,56.603225203774116,311,307
no,1000,0.3,0.1,0.25,0,9,10.012,183.196,67.21863153632893,314,312
no,1000,0.3,0.1,0.25,0,10,9.998,184.364,62.789083066193655,318,319
no,1000,0.3,0.1,0.25,0,11,10.002,189.016,51.777150995750304,291,318
no,1000,0.3,0.1,0.25,0,12,10.01,182.172,2.9305823879391224,1,3
no,1000,0.3,0.1,0.25,0,13,10.006,185.438,59.05496554876264,299,287
no,1000,0.3,0.1,0.25,0,14,10.01,194.972,63.75117149385522,287,298
no,1000,0.3,0.1,0.25,0,15,10.012,198.078,73.66777801166936,282,294
no,1000,0.3,0.1,0.25,0,16,10.016,198.112,63.33860928796592,320,306
no,1000,0.3,0.1,0.25,0,17,10.016,186.128,94.52419553562125,285,285
no,1000,0.3,0.1,0.25,0,18,10.004,181.264,49.06803497516055,308,318
no,1000,0.3,0.1,0.25,0,19,10.004,192.136,60.22889277308885,294,310
no,1000,0.3,0.1,0.25,0,20,10.008,177.0,69.31617376192744,303,303
no,1000,0.3,0.1,0.25,0,21,10.006,185.55,50.07070673457734,288,308
no,1000,0.3,0.1,0.25,0,22,10.008,176.702,87.42856942715764,297,285
no,1000,0.3,0.1,0.25,0,23,10.016,175.362,74.55607597189969,290,287
no,1000,0.3,0.1,0.25,0,24,10.012,180.422,64.4570791370091,290,316
no,1000,0.3,0.1,0.25,0,25,10.02,193.642,80.56456670562152,279,282
no,1000,0.3,0.12,0.25,0,0,10.018,198.368,42.55905125745446,321,316
no,1000,0.3,0.12,0.25,0,1,10.014,191.394,54.06845110382456,330,316
no,1000,0.3,0.12,0.25,0,2,10.008,185.022,55.9251898847726,319,318
no,1000,0.3,0.12,0.25,0,3,10.002,203.746,65.24090631327502,325,314
no,1000,0.3,0.12,0.25,0,4,10.012,184.616,55.10539752366469,331,340
no,1000,0.3,0.12,0.25,0,5,10.018,191.894,48.79493648776743,346,338
no,1000,0.3,0.12,0.25,0,6,10.012,185.892,60.934575962586145,316,324
no,1000,0.3,0.12,0.25,0,7,10.012,198.624,59.55040263753119,314,317
no,1000,0.3,0.12,0.25,0,8,10.016,191.25,51.695715188160925,324,315
no,1000,0.3,0.12,0.25,0,9,10.01,194.972,57.34466138541787,332,307
no,1000,0.3,0.12,0.25,0,10,10.014,179.942,56.243351043651515,316,326
no,1000,0.3,0.12,0.25,0,11,10.006,195.544,56.149985706898754,320,333
no,1000,0.3,0.12,0.25,0,12,10.014,198.718,56.720548061188474,333,320
no,1000,0.3,0.12,0.25,0,13,10.0,197.214,47.10402622557894,331,336
no,1000,0.3,0.12,0.25,0,14,10.014,179.942,13.732719360868975,3,5
no,1000,0.3,0.12,0.25,0,15,10.01,180.666,51.22664552203634,318,313
no,1000,0.3,0.12,0.25,0,16,10.008,186.91,51.37449975605962,334,308
no,1000,0.3,0.12,0.25,0,17,10.01,193.872,44.524713063445574,309,334
no,1000,0.3,0.12,0.25,0,18,10.01,195.404,76.6220915347137,314,320
no,1000,0.3,0.12,0.25,0,19,10.012,210.8,54.88557409074721,321,311
no,1000,0.3,0.12,0.25,0,20,10.008,189.82,48.13924327336408,338,305
no,1000,0.3,0.12,0.25,0,21,10.008,198.41,54.78010956843023,325,296
no,1000,0.3,0.12,0.25,0,22,10.008,193.188,54.85915893731172,347,351
no,1000,0.3,0.12,0.25,0,23,10.016,187.256,48.08943442918087,335,331
no,1000,0.3,0.12,0.25,0,24,10.006,185.55,65.80556531363325,318,328
no,1000,0.3,0.12,0.25,0,25,10.012,181.114,60.42651113757051,338,326
no,1000,0.3,0.24,0.25,0,0,10.02,190.8,36.87835499852481,385,375
no,1000,0.3,0.24,0.25,0,1,10.004,177.882,46.7365813776926,407,400
no,1000,0.3,0.24,0.25,0,2,10.004,196.416,32.43771526280962,397,389
no,1000,0.3,0.24,0.25,0,3,10.012,184.926,51.1114449373346,416,416
no,1000,0.3,0.24,0.25,0,4,10.006,187.922,37.60319019213202,390,392
no,1000,0.3,0.24,0.25,0,5,10.006,198.17,53.19846937029034,387,394
no,1000,0.3,0.24,0.25,0,6,10.002,185.7,42.99346299440879,391,408
no,1000,0.3,0.24,0.25,0,7,10.008,202.054,40.28008308822309,400,403
no,1000,0.3,0.24,0.25,0,8,10.01,179.278,49.689710475791564,412,406
no,1000,0.3,0.24,0.25,0,9,10.01,195.568,60.58290670814547,399,397
no,1000,0.3,0.24,0.25,0,10,10.012,180.768,42.236025312920084,393,394
no,1000,0.3,0.24,0.25,0,11,10.004,183.098,45.566735225357164,392,407
no,1000,0.3,0.24,0.25,0,12,10.006,182.1,42.63342522694016,399,382
no,1000,0.3,0.24,0.25,0,13,10.01,190.886,74.26244678199158,407,399
no,1000,0.3,0.24,0.25,0,14,10.016,188.352,37.655078780561226,387,384
no,1000,0.3,0.24,0.25,0,15,10.012,183.61,45.27445552956392,392,398
no,1000,0.3,0.24,0.25,0,16,10.01,180.668,53.60560449906291,395,409
no,1000,0.3,0.24,0.25,0,17,10.012,189.996,39.55568586690404,399,406
no,1000,0.3,0.24,0.25,0,18,10.012,189.558,43.51017880688387,386,409
no,1000,0.3,0.24,0.25,0,19,10.02,195.226,59.2414057802804,396,399
no,1000,0.3,0.24,0.25,0,20,10.006,182.45,37.8658199201464,404,407
no,1000,0.3,0.24,0.25,0,21,10.016,183.638,52.910521966379626,404,401
no,1000,0.3,0.24,0.25,0,22,10.012,198.66,40.705030458147874,376,383
no,1000,0.3,0.24,0.25,0,23,10.004,178.056,51.85752135288728,415,410
no,1000,0.3,0.24,0.25,0,24,10.0,180.678,38.54837199272602,393,393
no,1000,0.3,0.24,0.25,0,25,10.018,181.4,60.185927687233935,413,390
yes,1000,0.3,0.36,0.25,0,0,100.246,10039.05,42.7708912238051,500,500
no,1000,0.3,0.36,0.25,0,1,10.014,187.428,39.38289240437948,435,431
no,1000,0.3,0.36,0.25,0,2,10.008,178.284,42.326919662071134,427,414
no,1000,0.3,0.36,0.25,0,3,10.01,189.032,43.081462582624084,424,428
no,1000,0.3,0.36,0.25,0,4,10.008,176.71,54.8219968027147,417,437
no,1000,0.3,0.36,0.25,0,5,10.012,194.218,48.836005967253975,423,422
no,1000,0.3,0.36,0.25,0,6,10.016,190.34,41.96429233963174,408,422
no,1000,0.3,0.36,0.25,0,7,10.006,180.902,39.00079272275199,433,420
no,1000,0.3,0.36,0.25,0,8,10.004,182.836,49.64582757040431,427,418
no,1000,0.3,0.36,0.25,0,9,10.014,179.976,38.03206158421927,425,419
no,1000,0.3,0.36,0.25,0,10,10.014,199.2,47.983873179547516,442,421
no,1000,0.3,0.36,0.25,0,11,10.012,176.564,37.8036843019828,436,428
no,1000,0.3,0.36,0.25,0,12,10.014,179.942,43.10022605890804,428,420
no,1000,0.3,0.36,0.25,0,13,9.992,179.782,36.92088057789327,425,420
no,1000,0.3,0.36,0.25,0,14,10.004,187.988,40.38558105631598,416,437
no,1000,0.3,0.36,0.25,0,15,10.014,200.134,38.06571598789378,426,423
no,1000,0.3,0.36,0.25,0,16,10.016,181.584,50.93526771216233,421,428
no,1000,0.3,0.36,0.25,0,17,10.012,183.166,41.47137417988597,425,442
no,1000,0.3,0.36,0.25,0,18,10.01,189.286,55.72198558623908,433,424
no,1000,0.3,0.36,0.25,0,19,10.006,178.746,46.43976847903991,421,431
no,1000,0.3,0.36,0.25,0,20,10.008,190.594,54.70187880502672,436,414
no,1000,0.3,0.36,0.25,0,21,10.016,186.38,44.839349043320205,423,416
no,1000,0.3,0.36,0.25,0,22,10.016,192.96,35.623504809564416,411,420
no,1000,0.3,0.36,0.25,0,23,10.008,177.172,40.63867736879513,434,426
no,1000,0.3,0.36,0.25,0,24,10.018,181.4,44.88363522433971,433,438
no,1000,0.3,0.36,0.25,0,25,10.008,187.752,37.01973809644001,431,431
