"","size","rep","tau","degAssort","clustering","pathLen","r","q","time_steps","peak_size","peak_time","tot_inf","prev_1","prev_2","prev_ratio"
"4715",500,58,0.25,0.0121609458308361,0.0778736759513535,6,0.431224667595511,0.215092648446008,9.71961769462294,108,1.21400752316757,0.652,0.644,0.66,0.975757575757576
"4716",500,58,0.25,0.0303009588371447,0.0904601477327418,7,0.534533584644245,0.262025351302989,8.54334524178592,121,1.42859926441993,0.65,0.696,0.604,1.1523178807947
"4717",500,58,0.25,0.0776612673405234,0.109027749563239,6,0.633604544247155,0.313847268723002,8.57552488340423,113,1.05945540715574,0.636,0.68,0.592,1.14864864864865
"4718",500,58,0.25,0.0313916701372829,0.123995407577497,7,0.726260226767596,0.36300021456708,7.57080778916824,124,1.16502897896904,0.68,0.688,0.672,1.02380952380952
"4719",500,58,0.25,0.0927520054412807,0.15713455179681,7,0.832594245087104,0.416293819253549,6.27331576794656,127,1.12315807925446,0.656,0.68,0.632,1.07594936708861
"4720",500,58,0.25,0.254570980699705,0.248989076537427,7,0.923675071917106,0.457777327951613,6.90386112006423,120,1.26955673440154,0.634,0.608,0.66,0.921212121212121
"4721",1000,58,0.25,-0.0210666884962213,0.03125,5,-0.0111083315867404,-0.00555375253141577,9.50717007326903,245,1.48904261970757,0.757,0.764,0.75,1.01866666666667
"4722",1000,58,0.25,-0.0252692847098637,0.0345182678869776,5,0.0979322304498579,0.0489137623502403,7.92146092413813,222,1.4305012149097,0.7,0.704,0.696,1.01149425287356
"4723",1000,58,0.25,-0.00907160587558856,0.0406437534097109,6,0.233187605945239,0.116515725712745,8.07523233991172,260,1.92774340426241,0.723,0.73,0.716,1.0195530726257
"4724",1000,58,0.25,0.0109025251676797,0.0422851172367168,6,0.322140236401769,0.160730214716366,9.58490504616191,211,1.61438636541273,0.681,0.706,0.656,1.07621951219512
"4725",1000,58,0.25,0.0315417663926423,0.0452924097884695,6,0.399330244172973,0.198842364606357,7.8688216803412,237,1.59168735739316,0.709,0.688,0.73,0.942465753424657
"4726",1000,58,0.25,0.018905099938244,0.0512215316970107,7,0.510126527417734,0.255061251960495,8.57606387203709,265,1.0455118811312,0.673,0.67,0.676,0.99112426035503
"4727",1000,58,0.25,0.0241264630886451,0.0612623762376238,6,0.626813228636093,0.313349999849096,9.04904978769567,269,1.11182792748598,0.662,0.678,0.646,1.04953560371517
"4728",1000,58,0.25,0.05042835849172,0.0749829822142321,8,0.719290172000668,0.357759014254398,13.6011534025812,261,1.3439163253778,0.659,0.684,0.634,1.0788643533123
"4729",1000,58,0.25,0.0713935645083909,0.098845581236424,7,0.833022367929885,0.416319288859558,7.49892091719055,233,1.04536144845346,0.586,0.564,0.608,0.927631578947368
"4730",1000,58,0.25,0.157890448716029,0.162533990874314,7,0.934728198923834,0.459636562646817,11.0594359896903,246,1.2311081430488,0.641,0.664,0.618,1.07443365695793
"4731",1500,58,0.25,-0.0198092310446624,0.0229750056664812,5,0.0193481148459328,0.00967382103329351,8.80682436577692,366,1.7567566754121,0.746,0.754666666666667,0.737333333333333,1.02350813743219
"4732",1500,58,0.25,-0.00885031199262981,0.0248964357491489,5,0.110346808575781,0.0550983864857303,10.3456306238917,365,1.78683325641151,0.749333333333333,0.754666666666667,0.744,1.01433691756272
"4733",1500,58,0.25,-0.00657193008595585,0.026263453825875,5,0.178099881006268,0.0889931633474028,9.24359126012479,354,1.57848184950452,0.698666666666667,0.685333333333333,0.712,0.962546816479401
"4734",1500,58,0.25,-0.00798886314176027,0.032289327787242,6,0.324721954355513,0.162282079188437,8.19204946473441,369,1.57642040670387,0.694,0.692,0.696,0.994252873563218
"4735",1500,58,0.25,0.031754266505386,0.0321092046386631,6,0.394153913507638,0.196435587719639,12.587447782687,361,1.64942900878668,0.7,0.686666666666667,0.713333333333333,0.962616822429906
"4736",1500,58,0.25,0.0422538666217899,0.0365956792496348,7,0.509646845964423,0.254525341040576,6.6724595022801,332,1.21692620560648,0.619333333333333,0.625333333333333,0.613333333333333,1.0195652173913
"4737",1500,58,0.25,0.026465147999947,0.0458908906846848,8,0.630604371753142,0.315196556551089,9.86286016382272,337,1.32533816941641,0.634666666666667,0.64,0.629333333333333,1.01694915254237
"4738",1500,58,0.25,0.0353128171124244,0.0534508533352599,7,0.721137085279038,0.360345888838465,9.27186958101188,375,1.26870238352545,0.666666666666667,0.66,0.673333333333333,0.98019801980198
"4739",1500,58,0.25,0.128073150125668,0.0681055596024021,8,0.833988439190748,0.416794033401919,8.90324933473806,374,1.03575795002826,0.646666666666667,0.657333333333333,0.636,1.0335429769392
"4740",1500,58,0.25,0.142338204223681,0.106958828371937,8,0.934874736213151,0.466034853050568,9.82947121106889,353,1.32448495580129,0.616666666666667,0.604,0.629333333333333,0.959745762711864
"4741",500,59,0.25,-0.0148220562082503,0.0542870399765562,4,0.0191196176562977,0.00954612989810089,10.4121755998034,133,1.5405297962619,0.766,0.74,0.792,0.934343434343434
"4742",500,59,0.25,-0.00412186588052283,0.0555680035850325,5,0.10167106557154,0.0508276216656073,9.80741200310592,133,1.1396765147422,0.71,0.7,0.72,0.972222222222222
"4743",500,59,0.25,-0.0206783125743068,0.0584732753407452,5,0.207740249843508,0.103829738997364,8.43832269633645,166,1.39072166861602,0.812,0.804,0.82,0.980487804878049
"4744",500,59,0.25,0.013465408202352,0.0699588477366255,5,0.333976445607368,0.166678623046124,8.11911721950366,123,1.60160798835254,0.726,0.716,0.736,0.972826086956522
"4745",500,59,0.25,0.0301628130527007,0.073902790814808,6,0.427947433563389,0.212235100745317,7.34619797985777,141,0.844516965470888,0.714,0.724,0.704,1.02840909090909
"4746",500,59,0.25,0.0253772918369757,0.0846246040578718,6,0.517664690078483,0.257838297389974,9.42480746403893,107,1.56301510872243,0.676,0.676,0.676,1
"4747",500,59,0.25,0.0464339081056539,0.105707908163265,6,0.625754284745437,0.31287693970665,7.87701062803836,156,1.03401304624774,0.722,0.684,0.76,0.9
"4748",500,59,0.25,0.0507978580541851,0.126872046011047,7,0.72639123492002,0.356829427267832,8.155464175194,126,1.40473958769103,0.646,0.664,0.628,1.05732484076433
"4749",500,59,0.25,0.154837943997872,0.187854379736103,7,0.834622581680668,0.414302636746029,7.69265530915414,126,1.32824371223107,0.638,0.724,0.552,1.31159420289855
"4750",500,59,0.25,0.200099004052085,0.23050636290825,7,0.911952833906928,0.454315024958605,6.99706300839484,119,1.1333545156069,0.628,0.652,0.604,1.0794701986755
"4751",1000,59,0.25,-0.0323780419209283,0.0326941344718519,5,-0.0287490244964083,-0.0143736324318995,10.2695668011428,278,1.80310334533103,0.773,0.764,0.782,0.976982097186701
"4752",1000,59,0.25,-0.0109163312912274,0.0364420187519246,5,0.121214682443854,0.060597036847755,8.75025275203085,229,1.69983142945936,0.718,0.712,0.724,0.983425414364641
"4753",1000,59,0.25,-0.0155714334826536,0.0410266952512408,6,0.233658895437512,0.11553857158235,7.86207681096177,247,1.64665173789381,0.71,0.73,0.69,1.05797101449275
"4754",1000,59,0.25,0.0310086861636392,0.0420236165779116,6,0.321752447304117,0.159588474551035,8.51983230906204,240,1.35693027370665,0.686,0.68,0.692,0.982658959537572
"4755",1000,59,0.25,0.0299956988887158,0.0488775389001069,6,0.432060645435729,0.215482636475123,8.73496160119664,230,1.53629239379224,0.689,0.72,0.658,1.09422492401216
"4756",1000,59,0.25,0.0247749269201177,0.0497876587666595,6,0.502664152164206,0.250600225953689,9.47616133173008,265,1.17060977022812,0.712,0.7,0.724,0.966850828729282
"4757",1000,59,0.25,0.0137672264455386,0.0635062216844913,7,0.63049093912324,0.315245012872117,9.53485781232132,249,1.63214590453746,0.672,0.662,0.682,0.970674486803519
"4758",1000,59,0.25,0.0464228989780112,0.0721379893285435,8,0.733580979296192,0.366763198321142,11.8327059380238,211,1.56999355440106,0.636,0.64,0.632,1.0126582278481
"4759",1000,59,0.25,0.0808126503934834,0.0999925986233439,7,0.834331814142068,0.408146324630864,7.68459785062729,276,1.2422585659469,0.654,0.644,0.664,0.969879518072289
"4760",1000,59,0.25,0.159457888313168,0.161931294897771,7,0.934621909669756,0.46170485377899,9.47166634048501,244,1.06555235730366,0.628,0.686,0.57,1.20350877192982
"4761",1500,59,0.25,-0.0196075394139583,0.0210813439621086,5,0.00140066210779164,0.000699720527672948,10.5431030404826,367,1.57207879942847,0.744666666666667,0.736,0.753333333333333,0.976991150442478
"4762",1500,59,0.25,0.00251541628501447,0.0237905577445556,5,0.0921755207469492,0.0460669635864916,11.7420214481352,359,1.68582870554646,0.744666666666667,0.746666666666667,0.742666666666667,1.00538599640934
"4763",1500,59,0.25,0.00812406703208016,0.0262393687100357,5,0.184765813971267,0.0923824848539208,9.79151230672617,362,1.56859219775163,0.730666666666667,0.741333333333333,0.72,1.02962962962963
"4764",1500,59,0.25,0.00617694517594448,0.0305852254557083,7,0.322870419742734,0.161425179461573,8.34997014739655,363,1.66313474812469,0.705333333333333,0.726666666666667,0.684,1.06237816764133
"4765",1500,59,0.25,0.0290488415144261,0.0369980559923726,7,0.433742221423531,0.216439282483917,9.17596924381206,375,1.22126602442462,0.701333333333333,0.681333333333333,0.721333333333333,0.944547134935305
"4766",1500,59,0.25,0.0297853044267555,0.0393252490847727,6,0.502898333314446,0.249907956639175,9.76902664313861,329,1.42281947067129,0.687333333333333,0.72,0.654666666666667,1.09979633401222
"4767",1500,59,0.25,0.0437626194304177,0.0467171272663264,7,0.628306727314675,0.314139345268136,7.90678691193056,373,1.41497456081906,0.642,0.629333333333333,0.654666666666667,0.961303462321792
"4768",1500,59,0.25,0.0642020989549161,0.0519639282107613,7,0.725311295159218,0.362647718059142,10.440922711097,413,1.30314895162732,0.668,0.650666666666667,0.685333333333333,0.949416342412451
"4769",1500,59,0.25,0.0542488213411634,0.0711527594650593,8,0.834330583428195,0.415807665207949,9.16585802265944,364,1.16593953275561,0.601333333333333,0.521333333333333,0.681333333333333,0.765166340508806
"4770",1500,59,0.25,0.142607759717362,0.11001587919825,7,0.934490819078472,0.466925023505037,15.2920906891599,371,1.01548926317807,0.651333333333333,0.676,0.626666666666667,1.07872340425532
"4771",500,60,0.25,-0.0434671853931435,0.0539997127674853,5,0.017023028087486,0.00850908266500411,9.73955475673317,127,1.88963605971169,0.754,0.74,0.768,0.963541666666667
"4772",500,60,0.25,-0.0129777055854437,0.0561405154421593,5,0.11301512733077,0.0565035282115227,10.9491166524386,151,2.21388058812671,0.764,0.788,0.74,1.06486486486486
"4773",500,60,0.25,-0.0228532801002885,0.0679541734860884,5,0.191876600165907,0.0958338360140723,7.75750966210962,156,1.37547501826342,0.804,0.776,0.832,0.932692307692308
"4774",500,60,0.25,0.00555964310461469,0.0702599507181388,6,0.326013375081139,0.162339347958981,7.81890883356585,117,1.37201869030245,0.744,0.72,0.768,0.9375
"4775",500,60,0.25,0.0345463454821836,0.0707137938948818,6,0.434989473684211,0.217486812221417,8.57292681311974,123,0.976597960774021,0.686,0.6,0.772,0.77720207253886
"4776",500,60,0.25,0.0497678008790788,0.0898024219247929,6,0.521833238934441,0.260423790226267,10.4612560346363,139,1.06454610718799,0.68,0.74,0.62,1.19354838709677
"4777",500,60,0.25,0.0233707734053798,0.105046588458723,6,0.627358150644724,0.313673995684368,8.21769771556554,131,1.55984157749566,0.664,0.7,0.628,1.11464968152866
"4778",500,60,0.25,0.0425278896405817,0.127911044017747,8,0.727178980469654,0.360393022116603,9.06943241658378,117,1.6123138129537,0.654,0.652,0.656,0.99390243902439
"4779",500,60,0.25,0.105471890966134,0.175436722047118,7,0.834997127814754,0.41746584132562,7.86116776734535,139,0.892660386516958,0.65,0.644,0.656,0.981707317073171
"4780",500,60,0.25,0.267256562057121,0.236935933147632,7,0.916572223105856,0.446530369338769,9.43830757133106,126,1.46036424635499,0.614,0.568,0.66,0.86060606060606
"4781",1000,60,0.25,-0.0208142236274448,0.0310964373464373,5,-0.00665683572660329,-0.00332431597701832,8.14071003614337,218,1.49659493427839,0.72,0.694,0.746,0.93029490616622
"4782",1000,60,0.25,-0.0087416707573732,0.0358831530539543,5,0.0980750830915595,0.0490364976574659,10.1527321763241,217,0.78323903876445,0.707,0.712,0.702,1.01424501424501
"4783",1000,60,0.25,0.00577678651803802,0.036007207994321,6,0.176759166808279,0.0883396226794728,8.59914338039001,219,1.38374431280672,0.712,0.686,0.738,0.929539295392954
"4784",1000,60,0.25,0.0191165139770582,0.0418626627467451,6,0.329838274715633,0.164881806905169,9.04614343657108,260,1.55227434614505,0.733,0.712,0.754,0.944297082228117
"4785",1000,60,0.25,0.0271940880138702,0.0473418900315815,7,0.434097386599681,0.216969866470022,7.26594167373874,253,1.34793099166928,0.668,0.666,0.67,0.994029850746269
"4786",1000,60,0.25,0.0441177290096,0.0541796435785431,6,0.512296921194374,0.254125586388051,9.733008788814,268,1.18162189138286,0.703,0.668,0.738,0.905149051490515
"4787",1000,60,0.25,0.0440050577818081,0.064106661796265,7,0.63389010922422,0.315719374774273,10.0528574024967,228,1.04987195846464,0.645,0.62,0.67,0.925373134328358
"4788",1000,60,0.25,0.0646883794929261,0.0763737969574666,6,0.718071579571427,0.355609174564818,9.75265461495545,254,1.08241434766879,0.625,0.666,0.584,1.14041095890411
"4789",1000,60,0.25,0.0700308171172834,0.0996790636209175,8,0.834936281051459,0.416025931354746,12.2647781111072,247,1.3406164600049,0.641,0.626,0.656,0.954268292682927
"4790",1000,60,0.25,0.199103719361412,0.168399557294508,9,0.934966699393902,0.467207922664684,9.06897948006087,248,1.01106460624941,0.631,0.646,0.616,1.0487012987013
"4791",1500,60,0.25,-0.00734752744606038,0.0226231572548253,5,0.0124860238261021,0.00622143864660962,9.13968408323898,394,1.38355989986965,0.745333333333333,0.754666666666667,0.736,1.02536231884058
"4792",1500,60,0.25,0.0173045745357271,0.023909274238557,5,0.106464299111542,0.05323123646536,10.2605177420979,389,1.94044978567225,0.765333333333333,0.764,0.766666666666667,0.996521739130435
"4793",1500,60,0.25,0.0153923272041064,0.0258629827226796,6,0.173513105466243,0.0867529849277714,10.2435406850501,363,1.634621323467,0.740666666666667,0.732,0.749333333333333,0.976868327402135
"4794",1500,60,0.25,-0.0135902833174443,0.0318120977649022,6,0.31774560559996,0.158851829689216,13.851519030959,395,1.27419895706422,0.712666666666667,0.724,0.701333333333333,1.03231939163498
"4795",1500,60,0.25,0.0375994768313328,0.0333612628615477,6,0.4037137243534,0.201350195380742,9.08676148693278,339,1.59471352325534,0.686,0.698666666666667,0.673333333333333,1.03762376237624
"4796",1500,60,0.25,0.0116293624861983,0.0369858214871766,7,0.509290601219227,0.254578754480683,8.51668693429017,349,1.17674378563395,0.654666666666667,0.625333333333333,0.684,0.914230019493177
"4797",1500,60,0.25,0.050487851770582,0.0449989311417781,7,0.633440981704278,0.316524913554564,9.98330594711284,374,1.36371107330044,0.656,0.690666666666667,0.621333333333333,1.11158798283262
"4798",1500,60,0.25,0.0633780783038585,0.0532782884801994,8,0.717795772534858,0.358847144299733,10.4151857388108,362,1.46254170783137,0.633333333333333,0.654666666666667,0.612,1.06971677559913
"4799",1500,60,0.25,0.0905346722677424,0.0674191205229927,7,0.832146313787957,0.415945710168946,8.99600838033839,361,1.14644298587989,0.617333333333333,0.621333333333333,0.613333333333333,1.01304347826087
"4800",1500,60,0.25,0.105312935334315,0.106332758755778,8,0.93454815527534,0.465455123116418,10.2550750948659,374,1.41146315622664,0.626,0.597333333333333,0.654666666666667,0.912423625254583
"4801",500,61,0.25,-0.0352449408806852,0.0549455750118315,4,0.00667836599395523,0.00332781396629273,9.3473445528865,119,1.8001143784139,0.742,0.756,0.728,1.03846153846154
"4802",500,61,0.25,-0.0118393585326334,0.0571585666132772,5,0.109741320267636,0.0548137922100004,9.33477975190219,132,1.66092984462581,0.746,0.728,0.764,0.952879581151832
"4803",500,61,0.25,0.000112313597944322,0.0572060761255998,5,0.196086935663097,0.0979588597986308,9.76926118151404,131,1.67512907661901,0.76,0.752,0.768,0.979166666666667
"4804",500,61,0.25,0.00663933820189351,0.0671399594320487,6,0.3206555071,0.15917185203778,7.35986905838935,108,2.29927350182544,0.698,0.652,0.744,0.876344086021505
"4805",500,61,0.25,0.0295490298847529,0.0831319891381043,6,0.434596382393288,0.212190163111465,7.37880866357262,128,1.27139620728806,0.672,0.632,0.712,0.887640449438202
"4806",500,61,0.25,0.00591573131837747,0.0902320252076769,6,0.513591366498731,0.25621665607326,6.67520725338943,126,0.989907416176325,0.68,0.648,0.712,0.910112359550562
"4807",500,61,0.25,0.0396895513913567,0.101576396982151,6,0.634199563707295,0.316746029496901,10.1613880052141,140,1.33740823393027,0.666,0.64,0.692,0.92485549132948
"4808",500,61,0.25,0.0454153464827045,0.11973493792368,6,0.730337577283279,0.365108234922614,10.3929347490912,125,1.37091293521858,0.634,0.624,0.644,0.968944099378882
"4809",500,61,0.25,0.162262542002785,0.172593043189736,7,0.834300383869436,0.4113112477683,7.91072643784941,125,1.2942328466234,0.622,0.616,0.628,0.980891719745223
"4810",500,61,0.25,0.201854592972559,0.236785329018339,7,0.912928883161579,0.455680238371881,8.08611540978673,113,1.09756511701333,0.642,0.648,0.636,1.0188679245283
"4811",1000,61,0.25,-0.019876772091171,0.0318211488250653,5,0.0174420725732533,0.00869601784289672,8.00722366989311,314,1.58611553782614,0.757,0.768,0.746,1.02949061662198
"4812",1000,61,0.25,-0.0131194663619017,0.0334742776603242,5,0.102402195746831,0.0511950897828893,9.79360549109002,210,1.84698443715772,0.696,0.692,0.7,0.988571428571429
"4813",1000,61,0.25,-0.0143284456702597,0.0365543086670255,5,0.183034465546255,0.0912796363010798,10.7466148209255,255,1.76293392842458,0.749,0.77,0.728,1.05769230769231
"4814",1000,61,0.25,0.0253002236310682,0.042006741430116,6,0.334804386471526,0.167402186499317,9.76219344874716,237,1.68844577322824,0.737,0.748,0.726,1.03030303030303
"4815",1000,61,0.25,0.0286274660437868,0.0467172610325697,6,0.434868131018652,0.216416632042567,10.4206308129555,226,1.90525025559312,0.698,0.662,0.734,0.901907356948229
"4816",1000,61,0.25,0.0320031755570714,0.0505769630091068,6,0.514889061891787,0.257202017285558,8.05040627495968,267,1.36450542246078,0.704,0.696,0.712,0.97752808988764
"4817",1000,61,0.25,0.0431904220403117,0.0664392880782526,7,0.629074064988798,0.309592770286788,8.05297526489202,245,1.73211030615529,0.653,0.686,0.62,1.10645161290323
"4818",1000,61,0.25,0.0423846326479504,0.0758655582403587,7,0.733095040885153,0.365852944993456,10.0900119008451,250,1.18148145889233,0.648,0.678,0.618,1.09708737864078
"4819",1000,61,0.25,0.0423169416022869,0.0933818646860628,7,0.834293279819239,0.417122400300198,10.4395882450687,249,1.07583872250329,0.659,0.676,0.642,1.05295950155763
"4820",1000,61,0.25,0.156326203310236,0.163948916455851,7,0.934809500407173,0.466002943635319,13.3196666757537,246,1.27049566801516,0.647,0.606,0.688,0.880813953488372
"4821",1500,61,0.25,-0.0115620937844607,0.0223040385122095,5,-0.00446829098268699,-0.00223282458928098,9.3568419282712,373,1.52913239673692,0.757333333333333,0.768,0.746666666666667,1.02857142857143
"4822",1500,61,0.25,0.00237848458111609,0.0259636947174237,5,0.0750205274684694,0.0373722640114341,8.80758890998642,369,1.35943219476222,0.728666666666667,0.744,0.713333333333333,1.04299065420561
"4823",1500,61,0.25,-0.00269703741394065,0.0267060501120391,6,0.183944470559295,0.0918792472497879,10.1804285501108,333,1.07243068268919,0.708,0.714666666666667,0.701333333333333,1.01901140684411
"4824",1500,61,0.25,0.00360123215326715,0.0274755350252994,6,0.277903626586544,0.138671812563002,10.5336892092481,343,1.69730260005788,0.724666666666667,0.736,0.713333333333333,1.03177570093458
"4825",1500,61,0.25,0.0369327838171156,0.0334524174520442,6,0.401140664557411,0.200549654195945,9.7498703384904,343,1.24230162453251,0.676,0.668,0.684,0.976608187134503
"4826",1500,61,0.25,0.0171399307814157,0.0357291440280667,6,0.517200257152041,0.258474463957976,9.41720828488878,374,1.25638781099207,0.682666666666667,0.672,0.693333333333333,0.969230769230769
"4827",1500,61,0.25,0.0540797857111659,0.0432939362795478,7,0.633625482148189,0.316776550205733,8.83321048104369,355,1.47075080472378,0.648,0.657333333333333,0.638666666666667,1.02922755741127
"4828",1500,61,0.25,0.0363281645530403,0.0542937535171638,7,0.732956967421453,0.365961975163866,9.76017124719149,376,1.28906336786152,0.638666666666667,0.634666666666667,0.642666666666667,0.987551867219917
"4829",1500,61,0.25,0.0898692338836204,0.0717920438538061,8,0.831775480185954,0.414843849355357,7.76678890696244,347,0.972020540604217,0.591333333333333,0.618666666666667,0.564,1.09692671394799
"4830",1500,61,0.25,0.133406108553453,0.101821769290765,9,0.934257946808245,0.467053724460723,10.0279369315424,346,1.25031970555185,0.622,0.626666666666667,0.617333333333333,1.01511879049676
"4831",500,62,0.25,-0.0172155602113424,0.0527596999354166,5,0.0354100807120443,0.0176828374674608,7.61463696182245,121,1.49101673246685,0.728,0.716,0.74,0.967567567567568
"4832",500,62,0.25,-0.0136923838589433,0.0592649740496563,5,0.0845679055345109,0.0422681764632057,7.68710963828739,143,1.16560745506369,0.762,0.78,0.744,1.04838709677419
"4833",500,62,0.25,0.0205524461886838,0.0653416441256027,5,0.188593353572476,0.0938128570214041,9.21281413553455,121,1.38338576292659,0.716,0.676,0.756,0.894179894179894
"4834",500,62,0.25,0.0207550780942878,0.0665298035377527,5,0.333470366430398,0.166299689484998,10.0350153045965,124,1.51591889750588,0.738,0.696,0.78,0.892307692307692
"4835",500,62,0.25,-0.0157459060312249,0.0778716744913928,6,0.430959099607538,0.21516462962888,7.28199515839743,130,1.31802789103532,0.712,0.7,0.724,0.966850828729282
"4836",500,62,0.25,0.0395223792236643,0.0831725202624469,7,0.526974175734936,0.262709455930756,6.81477721587963,133,1.37565340768028,0.7,0.708,0.692,1.02312138728324
"4837",500,62,0.25,-0.00427580040959224,0.112851063829787,7,0.631120550360882,0.314642705326526,7.75955154975271,126,1.38514405243041,0.666,0.684,0.648,1.05555555555556
"4838",500,62,0.25,0.0916780276088957,0.125122287220237,6,0.729548237779233,0.363649178774862,8.30795501836957,115,0.888267049200496,0.618,0.596,0.64,0.93125
"4839",500,62,0.25,0.125691620437451,0.17041067686312,7,0.834571147396077,0.416178438842309,7.88665156518963,142,1.24023287242348,0.66,0.668,0.652,1.02453987730061
"4840",500,62,0.25,0.168469491858545,0.234542180161729,8,0.919968109495115,0.453324696670972,13.177580685209,122,1.28213212225359,0.612,0.636,0.588,1.08163265306122
"4841",1000,62,0.25,-0.00568852951863024,0.030489059606283,5,0.0073043172408645,0.0036502486395999,6.83055410400607,249,1.61863260278825,0.758,0.762,0.754,1.0106100795756
"4842",1000,62,0.25,-0.0285279013802045,0.0339659397976497,5,0.0979763493151036,0.0489817697827685,8.06008231257092,293,1.49125343605091,0.76,0.78,0.74,1.05405405405405
"4843",1000,62,0.25,-0.0205055771455376,0.0386047166773986,5,0.207492241547969,0.103729020562188,9.92935311504839,261,1.45943749537416,0.719,0.75,0.688,1.09011627906977
"4844",1000,62,0.25,0.0324293272620865,0.0397208053691275,6,0.33482758794451,0.167116696126494,10.5126156789803,258,1.56352187266696,0.731,0.734,0.728,1.00824175824176
"4845",1000,62,0.25,0.0282601839330665,0.0429067819396471,6,0.399316879504417,0.199631411788022,8.53320000663977,258,1.23195412472541,0.7,0.716,0.684,1.04678362573099
"4846",1000,62,0.25,0.048432742435665,0.0524870338355149,6,0.521882480429579,0.259691411244767,8.26287825809959,282,1.22707161680357,0.708,0.72,0.696,1.03448275862069
"4847",1000,62,0.25,0.0419527740839067,0.0668409124140956,6,0.629623332157885,0.314414778940633,9.55412808475497,257,1.31396473820593,0.672,0.66,0.684,0.964912280701754
"4848",1000,62,0.25,0.0586120586558116,0.0744652967079052,7,0.730563843127081,0.364428169161446,9.2341919034337,266,1.23759187961084,0.668,0.654,0.682,0.958944281524927
"4849",1000,62,0.25,0.0888018915952224,0.0959251016806078,7,0.830806321125061,0.412728556783691,8.89361255737445,237,1.3388393272077,0.645,0.628,0.662,0.948640483383686
"4850",1000,62,0.25,0.197268808145939,0.16783035742304,8,0.934451878330754,0.466142962488267,8.66398054694037,224,1.15914918450043,0.595,0.608,0.582,1.0446735395189
"4851",1500,62,0.25,-0.0270482169366846,0.0221359061103454,5,0.00593916879498476,0.00296777032131504,10.5992192852781,404,1.49619962805356,0.774666666666667,0.761333333333333,0.788,0.966159052453469
"4852",1500,62,0.25,-0.00364833680601637,0.0249744626738102,6,0.103695672955943,0.0518104478830742,8.1446150569718,365,1.70911733878555,0.763333333333333,0.746666666666667,0.78,0.957264957264957
"4853",1500,62,0.25,0.0123263229913865,0.0252653685157935,6,0.183913840650816,0.0918906082037154,10.8552864198129,392,1.33459700169631,0.744,0.748,0.74,1.01081081081081
"4854",1500,62,0.25,0.0269558450602034,0.0301150855790863,6,0.334929484556599,0.167261122110621,9.31943482279276,317,1.97141867416118,0.656666666666667,0.641333333333333,0.672,0.954365079365079
"4855",1500,62,0.25,0.0153791435365718,0.0312885236278251,7,0.405329827993104,0.202614545501602,11.7112403368967,421,1.17176780319589,0.709333333333333,0.722666666666667,0.696,1.03831417624521
"4856",1500,62,0.25,0.0333276714808288,0.0345258171238784,7,0.513867405081432,0.25688409997461,11.18268844406,374,1.50910366031272,0.666,0.648,0.684,0.947368421052632
"4857",1500,62,0.25,0.0540355752713694,0.0431510347007757,7,0.621894938323548,0.310934681654558,11.2406240086347,382,1.40166315201964,0.667333333333333,0.658666666666667,0.676,0.974358974358974
"4858",1500,62,0.25,0.0524940063368182,0.053194473665755,7,0.732525542790831,0.366254298844851,7.97923691206763,343,0.986382437147561,0.645333333333333,0.652,0.638666666666667,1.02087682672234
"4859",1500,62,0.25,0.0747952327498304,0.0676478882405258,8,0.832064964173639,0.412393836883297,8.66137204815988,343,1.17315840594007,0.613333333333333,0.637333333333333,0.589333333333333,1.0814479638009
"4860",1500,62,0.25,0.119206729467785,0.0991443817151586,8,0.934962858740028,0.466710298798443,8.36742795499465,403,1.17646342858249,0.642,0.66,0.624,1.05769230769231
"4861",500,63,0.25,-0.0335021093120689,0.0533895839394821,4,0.0145681806059465,0.00727576727973478,8.35625649191472,127,1.53852579908027,0.732,0.732,0.732,1
"4862",500,63,0.25,-0.0464514882179869,0.0592493722145556,5,0.0894529642140516,0.0447124598698833,9.58480593832871,107,1.66127396932576,0.776,0.772,0.78,0.98974358974359
"4863",500,63,0.25,0.0184253792269811,0.0649016319879077,5,0.198809905892174,0.0991574396074636,7.80506373888757,144,1.74314940302434,0.744,0.74,0.748,0.989304812834225
"4864",500,63,0.25,-0.0092232351800914,0.0696571682991986,5,0.330871153728694,0.165357456610893,8.49865047069103,126,1.36317383592198,0.758,0.792,0.724,1.0939226519337
"4865",500,63,0.25,0.0235136454439096,0.0829672078955747,5,0.433274763778099,0.216589355043743,10.5445922154268,102,0.907119323118655,0.702,0.732,0.672,1.08928571428571
"4866",500,63,0.25,0.0375471850233354,0.0918188275602724,6,0.52680140404466,0.26207943840103,7.25070446907395,122,1.41510760299749,0.64,0.656,0.624,1.05128205128205
"4867",500,63,0.25,0.0404599009946957,0.103418855506125,6,0.633821605966202,0.314837435073216,7.69613552494594,116,1.5169504272284,0.674,0.708,0.64,1.10625
"4868",500,63,0.25,0.0632736566245052,0.133892390814948,7,0.733467447633946,0.363226926954079,7.65601047310459,124,1.15564313003659,0.636,0.58,0.692,0.838150289017341
"4869",500,63,0.25,0.113597635079671,0.181385273943166,7,0.834193390408474,0.417066908493213,7.41976749220032,129,1.30287933527283,0.63,0.652,0.608,1.07236842105263
"4870",500,63,0.25,0.144830514759382,0.233835075261289,8,0.89844915306185,0.44503439145942,6.18485997870819,118,1.09300610968664,0.606,0.612,0.6,1.02
